Profundidad;Valor;Tipo;Pozo
6483;3;RT3_VPVS;LLANITO-121
6483;3;RT3_VPVS;LLANITO-121
6484;3;RT3_VPVS;LLANITO-121
6484;3;RT3_VPVS;LLANITO-121
6485;3;RT3_VPVS;LLANITO-121
6485;3;RT3_VPVS;LLANITO-121
6486;3;RT3_VPVS;LLANITO-121
6486;3;RT3_VPVS;LLANITO-121
6487;3;RT3_VPVS;LLANITO-121
6487;3;RT3_VPVS;LLANITO-121
6488;3;RT3_VPVS;LLANITO-121
6488;3;RT3_VPVS;LLANITO-121
6489;3;RT3_VPVS;LLANITO-121
6489;3;RT3_VPVS;LLANITO-121
6490;3;RT3_VPVS;LLANITO-121
6490;3;RT3_VPVS;LLANITO-121
6491;3;RT3_VPVS;LLANITO-121
6491;2;RT3_VPVS;LLANITO-121
6492;2;RT3_VPVS;LLANITO-121
6492;2;RT3_VPVS;LLANITO-121
6493;2;RT3_VPVS;LLANITO-121
6493;2;RT3_VPVS;LLANITO-121
6494;2;RT3_VPVS;LLANITO-121
6494;2;RT3_VPVS;LLANITO-121
6495;2;RT3_VPVS;LLANITO-121
6495;2;RT3_VPVS;LLANITO-121
6496;2;RT3_VPVS;LLANITO-121
6496;2;RT3_VPVS;LLANITO-121
6497;2;RT3_VPVS;LLANITO-121
6497;2;RT3_VPVS;LLANITO-121
6498;2;RT3_VPVS;LLANITO-121
6498;2;RT3_VPVS;LLANITO-121
6499;2;RT3_VPVS;LLANITO-121
6499;2;RT3_VPVS;LLANITO-121
6500;2;RT3_VPVS;LLANITO-121
6500;2;RT3_VPVS;LLANITO-121
6501;2;RT3_VPVS;LLANITO-121
6501;2;RT3_VPVS;LLANITO-121
6502;2;RT3_VPVS;LLANITO-121
6502;2;RT3_VPVS;LLANITO-121
6503;2;RT3_VPVS;LLANITO-121
6503;2;RT3_VPVS;LLANITO-121
6504;2;RT3_VPVS;LLANITO-121
6504;2;RT3_VPVS;LLANITO-121
6505;2;RT3_VPVS;LLANITO-121
6505;2;RT3_VPVS;LLANITO-121
6506;2;RT3_VPVS;LLANITO-121
6506;2;RT3_VPVS;LLANITO-121
6507;2;RT3_VPVS;LLANITO-121
6507;2;RT3_VPVS;LLANITO-121
6508;2;RT3_VPVS;LLANITO-121
6508;2;RT3_VPVS;LLANITO-121
6509;2;RT3_VPVS;LLANITO-121
6509;2;RT3_VPVS;LLANITO-121
6510;2;RT3_VPVS;LLANITO-121
6510;2;RT3_VPVS;LLANITO-121
6511;2;RT3_VPVS;LLANITO-121
6511;1;RT3_VPVS;LLANITO-121
6512;1;RT3_VPVS;LLANITO-121
6512;1;RT3_VPVS;LLANITO-121
6513;1;RT3_VPVS;LLANITO-121
6513;1;RT3_VPVS;LLANITO-121
6514;1;RT3_VPVS;LLANITO-121
6514;1;RT3_VPVS;LLANITO-121
6515;1;RT3_VPVS;LLANITO-121
6515;1;RT3_VPVS;LLANITO-121
6516;1;RT3_VPVS;LLANITO-121
6516;1;RT3_VPVS;LLANITO-121
6517;1;RT3_VPVS;LLANITO-121
6517;1;RT3_VPVS;LLANITO-121
6518;1;RT3_VPVS;LLANITO-121
6518;1;RT3_VPVS;LLANITO-121
6519;1;RT3_VPVS;LLANITO-121
6519;1;RT3_VPVS;LLANITO-121
6520;1;RT3_VPVS;LLANITO-121
6520;1;RT3_VPVS;LLANITO-121
6521;1;RT3_VPVS;LLANITO-121
6521;1;RT3_VPVS;LLANITO-121
6522;1;RT3_VPVS;LLANITO-121
6522;1;RT3_VPVS;LLANITO-121
6523;1;RT3_VPVS;LLANITO-121
6523;1;RT3_VPVS;LLANITO-121
6524;1;RT3_VPVS;LLANITO-121
6524;1;RT3_VPVS;LLANITO-121
6525;1;RT3_VPVS;LLANITO-121
6525;1;RT3_VPVS;LLANITO-121
6526;1;RT3_VPVS;LLANITO-121
6526;1;RT3_VPVS;LLANITO-121
6527;1;RT3_VPVS;LLANITO-121
6527;1;RT3_VPVS;LLANITO-121
6528;1;RT3_VPVS;LLANITO-121
6528;1;RT3_VPVS;LLANITO-121
6529;1;RT3_VPVS;LLANITO-121
6529;1;RT3_VPVS;LLANITO-121
6530;1;RT3_VPVS;LLANITO-121
6530;1;RT3_VPVS;LLANITO-121
6531;2;RT3_VPVS;LLANITO-121
6531;2;RT3_VPVS;LLANITO-121
6532;2;RT3_VPVS;LLANITO-121
6532;2;RT3_VPVS;LLANITO-121
6533;2;RT3_VPVS;LLANITO-121
6533;2;RT3_VPVS;LLANITO-121
6534;2;RT3_VPVS;LLANITO-121
6534;2;RT3_VPVS;LLANITO-121
6535;2;RT3_VPVS;LLANITO-121
6535;2;RT3_VPVS;LLANITO-121
6536;2;RT3_VPVS;LLANITO-121
6536;2;RT3_VPVS;LLANITO-121
6537;2;RT3_VPVS;LLANITO-121
6537;2;RT3_VPVS;LLANITO-121
6538;2;RT3_VPVS;LLANITO-121
6538;2;RT3_VPVS;LLANITO-121
6539;2;RT3_VPVS;LLANITO-121
6539;2;RT3_VPVS;LLANITO-121
6540;2;RT3_VPVS;LLANITO-121
6540;2;RT3_VPVS;LLANITO-121
6541;2;RT3_VPVS;LLANITO-121
6541;2;RT3_VPVS;LLANITO-121
6542;2;RT3_VPVS;LLANITO-121
6542;2;RT3_VPVS;LLANITO-121
6543;2;RT3_VPVS;LLANITO-121
6543;2;RT3_VPVS;LLANITO-121
6544;2;RT3_VPVS;LLANITO-121
6544;2;RT3_VPVS;LLANITO-121
6545;2;RT3_VPVS;LLANITO-121
6545;2;RT3_VPVS;LLANITO-121
6546;2;RT3_VPVS;LLANITO-121
6546;2;RT3_VPVS;LLANITO-121
6547;2;RT3_VPVS;LLANITO-121
6547;2;RT3_VPVS;LLANITO-121
6548;2;RT3_VPVS;LLANITO-121
6548;2;RT3_VPVS;LLANITO-121
6549;2;RT3_VPVS;LLANITO-121
6549;2;RT3_VPVS;LLANITO-121
6550;2;RT3_VPVS;LLANITO-121
6550;2;RT3_VPVS;LLANITO-121
6551;2;RT3_VPVS;LLANITO-121
6551;2;RT3_VPVS;LLANITO-121
6552;2;RT3_VPVS;LLANITO-121
6552;2;RT3_VPVS;LLANITO-121
6553;2;RT3_VPVS;LLANITO-121
6553;2;RT3_VPVS;LLANITO-121
6554;2;RT3_VPVS;LLANITO-121
6554;2;RT3_VPVS;LLANITO-121
6555;2;RT3_VPVS;LLANITO-121
6555;2;RT3_VPVS;LLANITO-121
6556;2;RT3_VPVS;LLANITO-121
6556;2;RT3_VPVS;LLANITO-121
6557;2;RT3_VPVS;LLANITO-121
6557;2;RT3_VPVS;LLANITO-121
6558;2;RT3_VPVS;LLANITO-121
6558;2;RT3_VPVS;LLANITO-121
6559;2;RT3_VPVS;LLANITO-121
6559;2;RT3_VPVS;LLANITO-121
6560;2;RT3_VPVS;LLANITO-121
6560;1;RT3_VPVS;LLANITO-121
6561;1;RT3_VPVS;LLANITO-121
6561;1;RT3_VPVS;LLANITO-121
6562;1;RT3_VPVS;LLANITO-121
6562;1;RT3_VPVS;LLANITO-121
6563;1;RT3_VPVS;LLANITO-121
6563;1;RT3_VPVS;LLANITO-121
6564;1;RT3_VPVS;LLANITO-121
6564;1;RT3_VPVS;LLANITO-121
6565;1;RT3_VPVS;LLANITO-121
6565;1;RT3_VPVS;LLANITO-121
6566;1;RT3_VPVS;LLANITO-121
6566;1;RT3_VPVS;LLANITO-121
6567;1;RT3_VPVS;LLANITO-121
6567;1;RT3_VPVS;LLANITO-121
6568;1;RT3_VPVS;LLANITO-121
6568;1;RT3_VPVS;LLANITO-121
6569;1;RT3_VPVS;LLANITO-121
6569;1;RT3_VPVS;LLANITO-121
6570;1;RT3_VPVS;LLANITO-121
6570;2;RT3_VPVS;LLANITO-121
6571;2;RT3_VPVS;LLANITO-121
6571;2;RT3_VPVS;LLANITO-121
6572;2;RT3_VPVS;LLANITO-121
6572;2;RT3_VPVS;LLANITO-121
6573;2;RT3_VPVS;LLANITO-121
6573;2;RT3_VPVS;LLANITO-121
6574;2;RT3_VPVS;LLANITO-121
6574;2;RT3_VPVS;LLANITO-121
6575;2;RT3_VPVS;LLANITO-121
6575;2;RT3_VPVS;LLANITO-121
6576;2;RT3_VPVS;LLANITO-121
6576;2;RT3_VPVS;LLANITO-121
6577;2;RT3_VPVS;LLANITO-121
6577;2;RT3_VPVS;LLANITO-121
6578;2;RT3_VPVS;LLANITO-121
6578;2;RT3_VPVS;LLANITO-121
6579;2;RT3_VPVS;LLANITO-121
6579;2;RT3_VPVS;LLANITO-121
6580;3;RT3_VPVS;LLANITO-121
6580;3;RT3_VPVS;LLANITO-121
6581;3;RT3_VPVS;LLANITO-121
6581;3;RT3_VPVS;LLANITO-121
6582;3;RT3_VPVS;LLANITO-121
6582;3;RT3_VPVS;LLANITO-121
6583;3;RT3_VPVS;LLANITO-121
6583;3;RT3_VPVS;LLANITO-121
6584;3;RT3_VPVS;LLANITO-121
6584;3;RT3_VPVS;LLANITO-121
6585;3;RT3_VPVS;LLANITO-121
6585;3;RT3_VPVS;LLANITO-121
6586;3;RT3_VPVS;LLANITO-121
6586;3;RT3_VPVS;LLANITO-121
6587;3;RT3_VPVS;LLANITO-121
6587;3;RT3_VPVS;LLANITO-121
6588;3;RT3_VPVS;LLANITO-121
6588;3;RT3_VPVS;LLANITO-121
6589;3;RT3_VPVS;LLANITO-121
6589;3;RT3_VPVS;LLANITO-121
6590;3;RT3_VPVS;LLANITO-121
6590;3;RT3_VPVS;LLANITO-121
6591;3;RT3_VPVS;LLANITO-121
6591;3;RT3_VPVS;LLANITO-121
6592;3;RT3_VPVS;LLANITO-121
6592;3;RT3_VPVS;LLANITO-121
6593;3;RT3_VPVS;LLANITO-121
6593;3;RT3_VPVS;LLANITO-121
6594;3;RT3_VPVS;LLANITO-121
6594;3;RT3_VPVS;LLANITO-121
6595;3;RT3_VPVS;LLANITO-121
6595;3;RT3_VPVS;LLANITO-121
6596;3;RT3_VPVS;LLANITO-121
6596;3;RT3_VPVS;LLANITO-121
6597;3;RT3_VPVS;LLANITO-121
6597;3;RT3_VPVS;LLANITO-121
6598;3;RT3_VPVS;LLANITO-121
6598;3;RT3_VPVS;LLANITO-121
6599;3;RT3_VPVS;LLANITO-121
6599;3;RT3_VPVS;LLANITO-121
6600;2;RT3_VPVS;LLANITO-121
6600;2;RT3_VPVS;LLANITO-121
6601;2;RT3_VPVS;LLANITO-121
6601;2;RT3_VPVS;LLANITO-121
6602;2;RT3_VPVS;LLANITO-121
6602;2;RT3_VPVS;LLANITO-121
6603;2;RT3_VPVS;LLANITO-121
6603;2;RT3_VPVS;LLANITO-121
6604;2;RT3_VPVS;LLANITO-121
6604;2;RT3_VPVS;LLANITO-121
6605;2;RT3_VPVS;LLANITO-121
6605;2;RT3_VPVS;LLANITO-121
6606;2;RT3_VPVS;LLANITO-121
6606;2;RT3_VPVS;LLANITO-121
6607;2;RT3_VPVS;LLANITO-121
6607;2;RT3_VPVS;LLANITO-121
6608;2;RT3_VPVS;LLANITO-121
6608;2;RT3_VPVS;LLANITO-121
6609;2;RT3_VPVS;LLANITO-121
6609;2;RT3_VPVS;LLANITO-121
6610;1;RT3_VPVS;LLANITO-121
6610;1;RT3_VPVS;LLANITO-121
6611;1;RT3_VPVS;LLANITO-121
6611;1;RT3_VPVS;LLANITO-121
6612;1;RT3_VPVS;LLANITO-121
6612;1;RT3_VPVS;LLANITO-121
6613;1;RT3_VPVS;LLANITO-121
6613;1;RT3_VPVS;LLANITO-121
6614;1;RT3_VPVS;LLANITO-121
6614;1;RT3_VPVS;LLANITO-121
6615;1;RT3_VPVS;LLANITO-121
6615;1;RT3_VPVS;LLANITO-121
6616;1;RT3_VPVS;LLANITO-121
6616;1;RT3_VPVS;LLANITO-121
6617;1;RT3_VPVS;LLANITO-121
6617;1;RT3_VPVS;LLANITO-121
6618;1;RT3_VPVS;LLANITO-121
6618;1;RT3_VPVS;LLANITO-121
6619;1;RT3_VPVS;LLANITO-121
6619;1;RT3_VPVS;LLANITO-121
6620;1;RT3_VPVS;LLANITO-121
6620;1;RT3_VPVS;LLANITO-121
6621;1;RT3_VPVS;LLANITO-121
6621;1;RT3_VPVS;LLANITO-121
6622;1;RT3_VPVS;LLANITO-121
6622;1;RT3_VPVS;LLANITO-121
6623;1;RT3_VPVS;LLANITO-121
6623;1;RT3_VPVS;LLANITO-121
6624;1;RT3_VPVS;LLANITO-121
6624;1;RT3_VPVS;LLANITO-121
6625;1;RT3_VPVS;LLANITO-121
6625;1;RT3_VPVS;LLANITO-121
6626;1;RT3_VPVS;LLANITO-121
6626;1;RT3_VPVS;LLANITO-121
6627;1;RT3_VPVS;LLANITO-121
6627;1;RT3_VPVS;LLANITO-121
6628;1;RT3_VPVS;LLANITO-121
6628;1;RT3_VPVS;LLANITO-121
6629;1;RT3_VPVS;LLANITO-121
6629;2;RT3_VPVS;LLANITO-121
6630;2;RT3_VPVS;LLANITO-121
6630;2;RT3_VPVS;LLANITO-121
6631;2;RT3_VPVS;LLANITO-121
6631;2;RT3_VPVS;LLANITO-121
6632;2;RT3_VPVS;LLANITO-121
6632;2;RT3_VPVS;LLANITO-121
6633;2;RT3_VPVS;LLANITO-121
6633;2;RT3_VPVS;LLANITO-121
6634;2;RT3_VPVS;LLANITO-121
6634;2;RT3_VPVS;LLANITO-121
6635;2;RT3_VPVS;LLANITO-121
6635;2;RT3_VPVS;LLANITO-121
6636;2;RT3_VPVS;LLANITO-121
6636;2;RT3_VPVS;LLANITO-121
6637;2;RT3_VPVS;LLANITO-121
6637;2;RT3_VPVS;LLANITO-121
6638;2;RT3_VPVS;LLANITO-121
6638;2;RT3_VPVS;LLANITO-121
6639;2;RT3_VPVS;LLANITO-121
6639;3;RT3_VPVS;LLANITO-121
6640;3;RT3_VPVS;LLANITO-121
6640;3;RT3_VPVS;LLANITO-121
6641;3;RT3_VPVS;LLANITO-121
6641;3;RT3_VPVS;LLANITO-121
6642;3;RT3_VPVS;LLANITO-121
6642;3;RT3_VPVS;LLANITO-121
6643;3;RT3_VPVS;LLANITO-121
6643;3;RT3_VPVS;LLANITO-121
6644;3;RT3_VPVS;LLANITO-121
6644;3;RT3_VPVS;LLANITO-121
6645;3;RT3_VPVS;LLANITO-121
6645;3;RT3_VPVS;LLANITO-121
6646;3;RT3_VPVS;LLANITO-121
6646;3;RT3_VPVS;LLANITO-121
6647;3;RT3_VPVS;LLANITO-121
6647;3;RT3_VPVS;LLANITO-121
6648;3;RT3_VPVS;LLANITO-121
6648;3;RT3_VPVS;LLANITO-121
6649;3;RT3_VPVS;LLANITO-121
6649;3;RT3_VPVS;LLANITO-121
6650;3;RT3_VPVS;LLANITO-121
6650;3;RT3_VPVS;LLANITO-121
6651;3;RT3_VPVS;LLANITO-121
6651;3;RT3_VPVS;LLANITO-121
6652;3;RT3_VPVS;LLANITO-121
6652;3;RT3_VPVS;LLANITO-121
6653;3;RT3_VPVS;LLANITO-121
6653;3;RT3_VPVS;LLANITO-121
6654;3;RT3_VPVS;LLANITO-121
6654;3;RT3_VPVS;LLANITO-121
6655;3;RT3_VPVS;LLANITO-121
6655;3;RT3_VPVS;LLANITO-121
6656;3;RT3_VPVS;LLANITO-121
6656;3;RT3_VPVS;LLANITO-121
6657;3;RT3_VPVS;LLANITO-121
6657;3;RT3_VPVS;LLANITO-121
6658;3;RT3_VPVS;LLANITO-121
6658;3;RT3_VPVS;LLANITO-121
6659;3;RT3_VPVS;LLANITO-121
6659;3;RT3_VPVS;LLANITO-121
6660;3;RT3_VPVS;LLANITO-121
6660;3;RT3_VPVS;LLANITO-121
6661;3;RT3_VPVS;LLANITO-121
6661;3;RT3_VPVS;LLANITO-121
6662;3;RT3_VPVS;LLANITO-121
6662;3;RT3_VPVS;LLANITO-121
6663;3;RT3_VPVS;LLANITO-121
6663;3;RT3_VPVS;LLANITO-121
6664;3;RT3_VPVS;LLANITO-121
6664;3;RT3_VPVS;LLANITO-121
6665;3;RT3_VPVS;LLANITO-121
6665;3;RT3_VPVS;LLANITO-121
6666;3;RT3_VPVS;LLANITO-121
6666;3;RT3_VPVS;LLANITO-121
6667;3;RT3_VPVS;LLANITO-121
6667;3;RT3_VPVS;LLANITO-121
6668;3;RT3_VPVS;LLANITO-121
6668;3;RT3_VPVS;LLANITO-121
6669;2;RT3_VPVS;LLANITO-121
6669;2;RT3_VPVS;LLANITO-121
6670;2;RT3_VPVS;LLANITO-121
6670;2;RT3_VPVS;LLANITO-121
6671;2;RT3_VPVS;LLANITO-121
6671;2;RT3_VPVS;LLANITO-121
6672;2;RT3_VPVS;LLANITO-121
6672;2;RT3_VPVS;LLANITO-121
6673;2;RT3_VPVS;LLANITO-121
6673;2;RT3_VPVS;LLANITO-121
6674;2;RT3_VPVS;LLANITO-121
6674;2;RT3_VPVS;LLANITO-121
6675;2;RT3_VPVS;LLANITO-121
6675;2;RT3_VPVS;LLANITO-121
6676;2;RT3_VPVS;LLANITO-121
6676;2;RT3_VPVS;LLANITO-121
6677;2;RT3_VPVS;LLANITO-121
6677;2;RT3_VPVS;LLANITO-121
6678;2;RT3_VPVS;LLANITO-121
6678;1;RT3_VPVS;LLANITO-121
6679;1;RT3_VPVS;LLANITO-121
6679;1;RT3_VPVS;LLANITO-121
6680;1;RT3_VPVS;LLANITO-121
6680;1;RT3_VPVS;LLANITO-121
6681;1;RT3_VPVS;LLANITO-121
6681;1;RT3_VPVS;LLANITO-121
6682;1;RT3_VPVS;LLANITO-121
6682;1;RT3_VPVS;LLANITO-121
6683;1;RT3_VPVS;LLANITO-121
6683;1;RT3_VPVS;LLANITO-121
6684;1;RT3_VPVS;LLANITO-121
6684;1;RT3_VPVS;LLANITO-121
6685;1;RT3_VPVS;LLANITO-121
6685;1;RT3_VPVS;LLANITO-121
6686;1;RT3_VPVS;LLANITO-121
6686;1;RT3_VPVS;LLANITO-121
6687;1;RT3_VPVS;LLANITO-121
6687;1;RT3_VPVS;LLANITO-121
6688;1;RT3_VPVS;LLANITO-121
6688;1;RT3_VPVS;LLANITO-121
6689;1;RT3_VPVS;LLANITO-121
6689;1;RT3_VPVS;LLANITO-121
6690;1;RT3_VPVS;LLANITO-121
6690;1;RT3_VPVS;LLANITO-121
6691;1;RT3_VPVS;LLANITO-121
6691;1;RT3_VPVS;LLANITO-121
6692;1;RT3_VPVS;LLANITO-121
6692;1;RT3_VPVS;LLANITO-121
6693;1;RT3_VPVS;LLANITO-121
6693;1;RT3_VPVS;LLANITO-121
6694;1;RT3_VPVS;LLANITO-121
6694;1;RT3_VPVS;LLANITO-121
6695;1;RT3_VPVS;LLANITO-121
6695;1;RT3_VPVS;LLANITO-121
6696;1;RT3_VPVS;LLANITO-121
6696;1;RT3_VPVS;LLANITO-121
6697;1;RT3_VPVS;LLANITO-121
6697;1;RT3_VPVS;LLANITO-121
6698;1;RT3_VPVS;LLANITO-121
6698;2;RT3_VPVS;LLANITO-121
6699;2;RT3_VPVS;LLANITO-121
6699;2;RT3_VPVS;LLANITO-121
6700;2;RT3_VPVS;LLANITO-121
6700;2;RT3_VPVS;LLANITO-121
6701;2;RT3_VPVS;LLANITO-121
6701;2;RT3_VPVS;LLANITO-121
6702;2;RT3_VPVS;LLANITO-121
6702;2;RT3_VPVS;LLANITO-121
6703;2;RT3_VPVS;LLANITO-121
6703;2;RT3_VPVS;LLANITO-121
6704;2;RT3_VPVS;LLANITO-121
6704;2;RT3_VPVS;LLANITO-121
6705;2;RT3_VPVS;LLANITO-121
6705;2;RT3_VPVS;LLANITO-121
6706;2;RT3_VPVS;LLANITO-121
6706;2;RT3_VPVS;LLANITO-121
6707;2;RT3_VPVS;LLANITO-121
6707;2;RT3_VPVS;LLANITO-121
6708;2;RT3_VPVS;LLANITO-121
6708;2;RT3_VPVS;LLANITO-121
6709;2;RT3_VPVS;LLANITO-121
6709;2;RT3_VPVS;LLANITO-121
6710;2;RT3_VPVS;LLANITO-121
6710;2;RT3_VPVS;LLANITO-121
6711;2;RT3_VPVS;LLANITO-121
6711;2;RT3_VPVS;LLANITO-121
6712;2;RT3_VPVS;LLANITO-121
6712;2;RT3_VPVS;LLANITO-121
6713;2;RT3_VPVS;LLANITO-121
6713;2;RT3_VPVS;LLANITO-121
6714;2;RT3_VPVS;LLANITO-121
6714;2;RT3_VPVS;LLANITO-121
6715;2;RT3_VPVS;LLANITO-121
6715;2;RT3_VPVS;LLANITO-121
6716;2;RT3_VPVS;LLANITO-121
6716;2;RT3_VPVS;LLANITO-121
6717;2;RT3_VPVS;LLANITO-121
6717;2;RT3_VPVS;LLANITO-121
6718;3;RT3_VPVS;LLANITO-121
6718;3;RT3_VPVS;LLANITO-121
6719;3;RT3_VPVS;LLANITO-121
6719;3;RT3_VPVS;LLANITO-121
6720;3;RT3_VPVS;LLANITO-121
6720;3;RT3_VPVS;LLANITO-121
6721;3;RT3_VPVS;LLANITO-121
6721;3;RT3_VPVS;LLANITO-121
6722;3;RT3_VPVS;LLANITO-121
6722;3;RT3_VPVS;LLANITO-121
6723;3;RT3_VPVS;LLANITO-121
6723;3;RT3_VPVS;LLANITO-121
6724;3;RT3_VPVS;LLANITO-121
6724;3;RT3_VPVS;LLANITO-121
6725;3;RT3_VPVS;LLANITO-121
6725;3;RT3_VPVS;LLANITO-121
6726;3;RT3_VPVS;LLANITO-121
6726;3;RT3_VPVS;LLANITO-121
6727;3;RT3_VPVS;LLANITO-121
6727;3;RT3_VPVS;LLANITO-121
6728;3;RT3_VPVS;LLANITO-121
6728;3;RT3_VPVS;LLANITO-121
6729;3;RT3_VPVS;LLANITO-121
6729;3;RT3_VPVS;LLANITO-121
6730;3;RT3_VPVS;LLANITO-121
6730;3;RT3_VPVS;LLANITO-121
6731;3;RT3_VPVS;LLANITO-121
6731;3;RT3_VPVS;LLANITO-121
6732;3;RT3_VPVS;LLANITO-121
6732;3;RT3_VPVS;LLANITO-121
6733;3;RT3_VPVS;LLANITO-121
6733;3;RT3_VPVS;LLANITO-121
6734;3;RT3_VPVS;LLANITO-121
6734;3;RT3_VPVS;LLANITO-121
6735;3;RT3_VPVS;LLANITO-121
6735;3;RT3_VPVS;LLANITO-121
6736;3;RT3_VPVS;LLANITO-121
6736;3;RT3_VPVS;LLANITO-121
6737;3;RT3_VPVS;LLANITO-121
6737;3;RT3_VPVS;LLANITO-121
6738;3;RT3_VPVS;LLANITO-121
6738;3;RT3_VPVS;LLANITO-121
6739;3;RT3_VPVS;LLANITO-121
6739;3;RT3_VPVS;LLANITO-121
6740;3;RT3_VPVS;LLANITO-121
6740;3;RT3_VPVS;LLANITO-121
6741;3;RT3_VPVS;LLANITO-121
6741;3;RT3_VPVS;LLANITO-121
6742;3;RT3_VPVS;LLANITO-121
6742;3;RT3_VPVS;LLANITO-121
6743;3;RT3_VPVS;LLANITO-121
6743;3;RT3_VPVS;LLANITO-121
6744;3;RT3_VPVS;LLANITO-121
6744;3;RT3_VPVS;LLANITO-121
6745;3;RT3_VPVS;LLANITO-121
6745;3;RT3_VPVS;LLANITO-121
6746;3;RT3_VPVS;LLANITO-121
6746;3;RT3_VPVS;LLANITO-121
6747;3;RT3_VPVS;LLANITO-121
6747;3;RT3_VPVS;LLANITO-121
6748;3;RT3_VPVS;LLANITO-121
6748;3;RT3_VPVS;LLANITO-121
6749;3;RT3_VPVS;LLANITO-121
6749;3;RT3_VPVS;LLANITO-121
6750;3;RT3_VPVS;LLANITO-121
6750;3;RT3_VPVS;LLANITO-121
6751;3;RT3_VPVS;LLANITO-121
6751;3;RT3_VPVS;LLANITO-121
6752;3;RT3_VPVS;LLANITO-121
6752;3;RT3_VPVS;LLANITO-121
6753;3;RT3_VPVS;LLANITO-121
6753;3;RT3_VPVS;LLANITO-121
6754;3;RT3_VPVS;LLANITO-121
6754;3;RT3_VPVS;LLANITO-121
6755;3;RT3_VPVS;LLANITO-121
6755;3;RT3_VPVS;LLANITO-121
6756;3;RT3_VPVS;LLANITO-121
6756;3;RT3_VPVS;LLANITO-121
6757;3;RT3_VPVS;LLANITO-121
6757;2;RT3_VPVS;LLANITO-121
6758;2;RT3_VPVS;LLANITO-121
6758;2;RT3_VPVS;LLANITO-121
6759;2;RT3_VPVS;LLANITO-121
6759;2;RT3_VPVS;LLANITO-121
6760;2;RT3_VPVS;LLANITO-121
6760;2;RT3_VPVS;LLANITO-121
6761;2;RT3_VPVS;LLANITO-121
6761;2;RT3_VPVS;LLANITO-121
6762;2;RT3_VPVS;LLANITO-121
6762;2;RT3_VPVS;LLANITO-121
6763;2;RT3_VPVS;LLANITO-121
6763;2;RT3_VPVS;LLANITO-121
6764;2;RT3_VPVS;LLANITO-121
6764;2;RT3_VPVS;LLANITO-121
6765;2;RT3_VPVS;LLANITO-121
6765;2;RT3_VPVS;LLANITO-121
6766;2;RT3_VPVS;LLANITO-121
6766;2;RT3_VPVS;LLANITO-121
6767;1;RT3_VPVS;LLANITO-121
6767;1;RT3_VPVS;LLANITO-121
6768;1;RT3_VPVS;LLANITO-121
6768;1;RT3_VPVS;LLANITO-121
6769;1;RT3_VPVS;LLANITO-121
6769;1;RT3_VPVS;LLANITO-121
6770;1;RT3_VPVS;LLANITO-121
6770;1;RT3_VPVS;LLANITO-121
6771;1;RT3_VPVS;LLANITO-121
6771;1;RT3_VPVS;LLANITO-121
6772;1;RT3_VPVS;LLANITO-121
6772;1;RT3_VPVS;LLANITO-121
6773;1;RT3_VPVS;LLANITO-121
6773;1;RT3_VPVS;LLANITO-121
6774;1;RT3_VPVS;LLANITO-121
6774;1;RT3_VPVS;LLANITO-121
6775;1;RT3_VPVS;LLANITO-121
6775;1;RT3_VPVS;LLANITO-121
6776;1;RT3_VPVS;LLANITO-121
6776;1;RT3_VPVS;LLANITO-121
6777;1;RT3_VPVS;LLANITO-121
6777;1;RT3_VPVS;LLANITO-121
6778;1;RT3_VPVS;LLANITO-121
6778;1;RT3_VPVS;LLANITO-121
6779;1;RT3_VPVS;LLANITO-121
6779;1;RT3_VPVS;LLANITO-121
6780;1;RT3_VPVS;LLANITO-121
6780;1;RT3_VPVS;LLANITO-121
6781;1;RT3_VPVS;LLANITO-121
6781;1;RT3_VPVS;LLANITO-121
6782;1;RT3_VPVS;LLANITO-121
6782;1;RT3_VPVS;LLANITO-121
6783;1;RT3_VPVS;LLANITO-121
6783;1;RT3_VPVS;LLANITO-121
6784;1;RT3_VPVS;LLANITO-121
6784;1;RT3_VPVS;LLANITO-121
6785;1;RT3_VPVS;LLANITO-121
6785;1;RT3_VPVS;LLANITO-121
6786;1;RT3_VPVS;LLANITO-121
6786;1;RT3_VPVS;LLANITO-121
6787;2;RT3_VPVS;LLANITO-121
6787;2;RT3_VPVS;LLANITO-121
6788;2;RT3_VPVS;LLANITO-121
6788;2;RT3_VPVS;LLANITO-121
6789;2;RT3_VPVS;LLANITO-121
6789;2;RT3_VPVS;LLANITO-121
6790;2;RT3_VPVS;LLANITO-121
6790;2;RT3_VPVS;LLANITO-121
6791;2;RT3_VPVS;LLANITO-121
6791;2;RT3_VPVS;LLANITO-121
6792;2;RT3_VPVS;LLANITO-121
6792;2;RT3_VPVS;LLANITO-121
6793;2;RT3_VPVS;LLANITO-121
6793;2;RT3_VPVS;LLANITO-121
6794;2;RT3_VPVS;LLANITO-121
6794;2;RT3_VPVS;LLANITO-121
6795;2;RT3_VPVS;LLANITO-121
6795;2;RT3_VPVS;LLANITO-121
6796;2;RT3_VPVS;LLANITO-121
6796;2;RT3_VPVS;LLANITO-121
6797;2;RT3_VPVS;LLANITO-121
6797;2;RT3_VPVS;LLANITO-121
6798;2;RT3_VPVS;LLANITO-121
6798;2;RT3_VPVS;LLANITO-121
6799;2;RT3_VPVS;LLANITO-121
6799;2;RT3_VPVS;LLANITO-121
6800;2;RT3_VPVS;LLANITO-121
