POZO;DELTA;DELTA ABSOLUTO;CURVA_REGISTRO;CURVA_INVERSION;CORRELACION;INTERVALO_FT;SIGNO_ESPERADO;CONSISTENCIA;LISTA
LLANITO-121;29.01;29.01;POR;VPVS;-0.571;MTOMC - MTEE;NEGATIVO;CONSISTENTE;INVERSION
LLANITO-121;29.01;29.01;VSH;IP;0.518;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-121;29.01;29.01;VSH;VPVS;0.482;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-99;31.05;31.05;GR;IP;0.409;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;GR;VPVS;0.004;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;PERM;IP;-0.307;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;PERM;VPVS;0.051;MTOMC - MTEE;NEGATIVO;INCONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;POR;IP;-0.501;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;POR;VPVS;0.031;MTOMC - MTEE;NEGATIVO;INCONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;VSH;IP;0.478;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-99;31.05;31.05;VSH;VPVS;-0.116;MTOMC - MTEE;POSITIVO;INCONSISTENTE;SHIFT_30FT
