Depth;Value;Metodo
5221.0;0.289086;BPF
5221.5;0.28771332;BPF
5222.0;0.28639975;BPF
5222.5;0.28515932;BPF
5223.0;0.28397897;BPF
5223.5;0.2828575;BPF
5224.0;0.281795;BPF
5224.5;0.28079185;BPF
5225.0;0.27985322;BPF
5225.5;0.27898377;BPF
5226.0;0.27817315;BPF
5226.5;0.2774213;BPF
5227.0;0.27672815;BPF
5227.5;0.27609506;BPF
5228.0;0.27553046;BPF
5228.5;0.27502847;BPF
5229.0;0.27458438;BPF
5229.5;0.27419806;BPF
5230.0;0.27386943;BPF
5230.5;0.27360147;BPF
5231.0;0.27340245;BPF
5231.5;0.27325988;BPF
5232.0;0.27317348;BPF
5232.5;0.273143;BPF
5233.0;0.27316952;BPF
5233.5;0.2732582;BPF
5234.0;0.27340776;BPF
5234.5;0.27361143;BPF
5235.0;0.27386868;BPF
5235.5;0.27417913;BPF
5236.0;0.27454543;BPF
5236.5;0.27497312;BPF
5237.0;0.275454;BPF
5237.5;0.27598572;BPF
5238.0;0.27656776;BPF
5238.5;0.27720043;BPF
5239.0;0.27788752;BPF
5239.5;0.2786301;BPF
5240.0;0.2794203;BPF
5240.5;0.28025746;BPF
5241.0;0.281141;BPF
5241.5;0.28207293;BPF
5242.0;0.28305626;BPF
5242.5;0.2840867;BPF
5243.0;0.28516042;BPF
5243.5;0.28627676;BPF
5244.0;0.28743497;BPF
5244.5;0.28863868;BPF
5245.0;0.28988898;BPF
5245.5;0.29117867;BPF
5246.0;0.2925068;BPF
5246.5;0.29387274;BPF
5247.0;0.2952772;BPF
5247.5;0.29672238;BPF
5248.0;0.29820594;BPF
5248.5;0.2997236;BPF
5249.0;0.30127454;BPF
5249.5;0.30285802;BPF
5250.0;0.3044763;BPF
5250.5;0.3061293;BPF
5251.0;0.30781293;BPF
5251.5;0.30952525;BPF
5252.0;0.3112655;BPF
5252.5;0.31303328;BPF
5253.0;0.314831;BPF
5253.5;0.31665635;BPF
5254.0;0.3185057;BPF
5254.5;0.32037827;BPF
5255.0;0.32227325;BPF
5255.5;0.3241914;BPF
5256.0;0.3261327;BPF
5256.5;0.3280945;BPF
5257.0;0.33007476;BPF
5257.5;0.33207265;BPF
5258.0;0.33408737;BPF
5258.5;0.33612043;BPF
5259.0;0.33816984;BPF
5259.5;0.34023324;BPF
5260.0;0.34230968;BPF
5260.5;0.34439832;BPF
5261.0;0.34649888;BPF
5261.5;0.34861147;BPF
5262.0;0.35073403;BPF
5262.5;0.3528651;BPF
5263.0;0.35500395;BPF
5263.5;0.35714984;BPF
5264.0;0.35930255;BPF
5264.5;0.361461;BPF
5265.0;0.36362392;BPF
5265.5;0.36579028;BPF
5266.0;0.36795944;BPF
5266.5;0.3701307;BPF
5267.0;0.37230337;BPF
5267.5;0.37447634;BPF
5268.0;0.37664887;BPF
5268.5;0.3788203;BPF
5269.0;0.38098994;BPF
5269.5;0.3831569;BPF
5270.0;0.38531995;BPF
5270.5;0.38747895;BPF
5271.0;0.38963324;BPF
5271.5;0.39178225;BPF
5272.0;0.3939255;BPF
5272.5;0.39606085;BPF
5273.0;0.39818847;BPF
5273.5;0.40030825;BPF
5274.0;0.40241966;BPF
5274.5;0.40455887;BPF
5275.0;0.4068223;BPF
5275.5;0.4090833;BPF
5276.0;0.4113305;BPF
5276.5;0.41356397;BPF
5277.0;0.41578317;BPF
5277.5;0.4179876;BPF
5278.0;0.4201768;BPF
5278.5;0.42235008;BPF
5279.0;0.4245069;BPF
5279.5;0.4266469;BPF
5280.0;0.42876953;BPF
5280.5;0.43087363;BPF
5281.0;0.43295953;BPF
5281.5;0.43502688;BPF
5282.0;0.43707544;BPF
5282.5;0.4391048;BPF
5283.0;0.44111475;BPF
5283.5;0.44310504;BPF
5284.0;0.44507545;BPF
5284.5;0.4470256;BPF
5285.0;0.4489537;BPF
5285.5;0.45086074;BPF
5286.0;0.45274717;BPF
5286.5;0.45461306;BPF
5287.0;0.45645836;BPF
5287.5;0.45828304;BPF
5288.0;0.4600871;BPF
5288.5;0.46187058;BPF
5289.0;0.46363345;BPF
5289.5;0.46537483;BPF
5290.0;0.46709436;BPF
5290.5;0.46879378;BPF
5291.0;0.4704733;BPF
5291.5;0.47213304;BPF
5292.0;0.4737732;BPF
5292.5;0.47539416;BPF
5293.0;0.47699612;BPF
5293.5;0.4785794;BPF
5294.0;0.48014364;BPF
5294.5;0.4816883;BPF
5295.0;0.48321518;BPF
5295.5;0.4847249;BPF
5296.0;0.4862179;BPF
5296.5;0.48769453;BPF
5297.0;0.48915532;BPF
5297.5;0.49060076;BPF
5298.0;0.49203128;BPF
5298.5;0.49344707;BPF
5299.0;0.4948482;BPF
5299.5;0.4962356;BPF
5300.0;0.49761045;BPF
5300.5;0.49897337;BPF
5301.0;0.50032496;BPF
5301.5;0.50166583;BPF
5302.0;0.5029965;BPF
5302.5;0.5043178;BPF
5303.0;0.5056304;BPF
5303.5;0.50693434;BPF
5304.0;0.5082306;BPF
5304.5;0.50952035;BPF
5305.0;0.51080436;BPF
5305.5;0.5120833;BPF
5306.0;0.513358;BPF
5306.5;0.51462907;BPF
5307.0;0.51589733;BPF
5307.5;0.5171636;BPF
5308.0;0.51842856;BPF
5308.5;0.5196931;BPF
5309.0;0.5209581;BPF
5309.5;0.5222244;BPF
5310.0;0.5234929;BPF
5310.5;0.5247641;BPF
5311.0;0.52603906;BPF
5311.5;0.5273184;BPF
5312.0;0.528603;BPF
5312.5;0.5298939;BPF
5313.0;0.5311922;BPF
5313.5;0.53249854;BPF
5314.0;0.53381354;BPF
5314.5;0.535138;BPF
5315.0;0.5364727;BPF
5315.5;0.5378184;BPF
5316.0;0.53917575;BPF
5316.5;0.54054564;BPF
5317.0;0.5419288;BPF
5317.5;0.54332745;BPF
5318.0;0.5447416;BPF
5318.5;0.5461715;BPF
5319.0;0.54761785;BPF
5319.5;0.5490814;BPF
5320.0;0.55056274;BPF
5320.5;0.55206263;BPF
5321.0;0.5535817;BPF
5321.5;0.5551207;BPF
5322.0;0.5566815;BPF
5322.5;0.5582649;BPF
5323.0;0.5598705;BPF
5323.5;0.56149864;BPF
5324.0;0.5631499;BPF
5324.5;0.56482494;BPF
5325.0;0.56652415;BPF
5325.5;0.5682482;BPF
5326.0;0.56999743;BPF
5326.5;0.57177305;BPF
5327.0;0.5735776;BPF
5327.5;0.5754093;BPF
5328.0;0.57726824;BPF
5328.5;0.5791549;BPF
5329.0;0.5810696;BPF
5329.5;0.5830127;BPF
5330.0;0.58498454;BPF
5330.5;0.58698535;BPF
5331.0;0.5890155;BPF
5331.5;0.5910783;BPF
5332.0;0.593172;BPF
5332.5;0.59529585;BPF
5333.0;0.59745;BPF
5333.5;0.5996349;BPF
5334.0;0.6018504;BPF
5334.5;0.60409665;BPF
5335.0;0.60637367;BPF
5335.5;0.6086816;BPF
5336.0;0.6110222;BPF
5336.5;0.61339605;BPF
5337.0;0.61580074;BPF
5337.5;0.61823624;BPF
5338.0;0.6207025;BPF
5338.5;0.62319934;BPF
5339.0;0.6257267;BPF
5339.5;0.6282843;BPF
5340.0;0.6308721;BPF
5340.5;0.6334902;BPF
5341.0;0.6361414;BPF
5341.5;0.63882196;BPF
5342.0;0.64153147;BPF
5342.5;0.64426965;BPF
5343.0;0.6470361;BPF
5343.5;0.6498304;BPF
5344.0;0.652653;BPF
5344.5;0.655506;BPF
5345.0;0.6583868;BPF
5345.5;0.6612957;BPF
5346.0;0.6642311;BPF
5346.5;0.66719145;BPF
5347.0;0.67017615;BPF
5347.5;0.6731845;BPF
5348.0;0.67621595;BPF
5348.5;0.67926973;BPF
5349.0;0.6823453;BPF
5349.5;0.68544203;BPF
5350.0;0.6885601;BPF
5350.5;0.69169897;BPF
5351.0;0.6948563;BPF
5351.5;0.69803125;BPF
5352.0;0.70122313;BPF
5352.5;0.704431;BPF
5353.0;0.707654;BPF
5353.5;0.71089125;BPF
5354.0;0.7141418;BPF
5354.5;0.7174052;BPF
5355.0;0.7206807;BPF
5355.5;0.72396654;BPF
5356.0;0.7272615;BPF
5356.5;0.73056465;BPF
5357.0;0.73387486;BPF
5357.5;0.73719114;BPF
5358.0;0.7405124;BPF
5358.5;0.74383754;BPF
5359.0;0.74716556;BPF
5359.5;0.7504952;BPF
5360.0;0.7538251;BPF
5360.5;0.7571542;BPF
5361.0;0.76048124;BPF
5361.5;0.763805;BPF
5362.0;0.76712435;BPF
5362.5;0.7704382;BPF
5363.0;0.77374524;BPF
5363.5;0.7770443;BPF
5364.0;0.78033316;BPF
5364.5;0.78361094;BPF
5365.0;0.7868768;BPF
5365.5;0.7901294;BPF
5366.0;0.79336756;BPF
5366.5;0.79659003;BPF
5367.0;0.7997956;BPF
5367.5;0.80298305;BPF
5368.0;0.8061511;BPF
5368.5;0.8092971;BPF
5369.0;0.8124196;BPF
5369.5;0.8155184;BPF
5370.0;0.8185924;BPF
5370.5;0.8216405;BPF
5371.0;0.8246614;BPF
5371.5;0.8276538;BPF
5372.0;0.83061653;BPF
5372.5;0.83354837;BPF
5373.0;0.83644724;BPF
5373.5;0.8393095;BPF
5374.0;0.8421364;BPF
5374.5;0.8449272;BPF
5375.0;0.8476808;BPF
5375.5;0.85039604;BPF
5376.0;0.8530717;BPF
5376.5;0.85570663;BPF
5377.0;0.85829973;BPF
5377.5;0.86084986;BPF
5378.0;0.863351;BPF
5378.5;0.8658056;BPF
5379.0;0.8682136;BPF
5379.5;0.870574;BPF
5380.0;0.87288576;BPF
5380.5;0.8751478;BPF
5381.0;0.87735873;BPF
5381.5;0.8795179;BPF
5382.0;0.88162434;BPF
5382.5;0.88367367;BPF
5383.0;0.88566464;BPF
5383.5;0.8875998;BPF
5384.0;0.88947856;BPF
5384.5;0.8912998;BPF
5385.0;0.89306283;BPF
5385.5;0.89476687;BPF
5386.0;0.89641094;BPF
5386.5;0.8979945;BPF
5387.0;0.899515;BPF
5387.5;0.9009668;BPF
5388.0;0.90235573;BPF
5388.5;0.9036811;BPF
5389.0;0.9049423;BPF
5389.5;0.90613866;BPF
5390.0;0.9072697;BPF
5390.5;0.9083349;BPF
5391.0;0.9093338;BPF
5391.5;0.9102643;BPF
5392.0;0.91112196;BPF
5392.5;0.9119097;BPF
5393.0;0.91262925;BPF
5393.5;0.9132801;BPF
5394.0;0.91386217;BPF
5394.5;0.914375;BPF
5395.0;0.9148183;BPF
5395.5;0.91519195;BPF
5396.0;0.9154948;BPF
5396.5;0.9157234;BPF
5397.0;0.91587734;BPF
5397.5;0.915961;BPF
5398.0;0.9159743;BPF
5398.5;0.91591716;BPF
5399.0;0.91578954;BPF
5399.5;0.9155915;BPF
5400.0;0.9153231;BPF
5400.5;0.9149844;BPF
5401.0;0.9145718;BPF
5401.5;0.91408414;BPF
5402.0;0.9135263;BPF
5402.5;0.91289884;BPF
5403.0;0.9122022;BPF
5403.5;0.9114365;BPF
5404.0;0.91060215;BPF
5404.5;0.90969956;BPF
5405.0;0.908729;BPF
5405.5;0.9076884;BPF
5406.0;0.9065762;BPF
5406.5;0.9053957;BPF
5407.0;0.90414876;BPF
5407.5;0.90283555;BPF
5408.0;0.90145683;BPF
5408.5;0.9000137;BPF
5409.0;0.8985068;BPF
5409.5;0.8969368;BPF
5410.0;0.8953035;BPF
5410.5;0.8936035;BPF
5411.0;0.8918402;BPF
5411.5;0.89001685;BPF
5412.0;0.88813424;BPF
5412.5;0.8861932;BPF
5413.0;0.8841947;BPF
5413.5;0.8821393;BPF
5414.0;0.8800282;BPF
5414.5;0.87786204;BPF
5415.0;0.87563795;BPF
5415.5;0.8733584;BPF
5416.0;0.87102675;BPF
5416.5;0.86864436;BPF
5417.0;0.86621225;BPF
5417.5;0.86373144;BPF
5418.0;0.8612031;BPF
5418.5;0.8586282;BPF
5419.0;0.8560079;BPF
5419.5;0.85334164;BPF
5420.0;0.8506288;BPF
5420.5;0.84787387;BPF
5421.0;0.8450785;BPF
5421.5;0.8422439;BPF
5422.0;0.83937114;BPF
5422.5;0.8364616;BPF
5423.0;0.83351636;BPF
5423.5;0.83053666;BPF
5424.0;0.82752377;BPF
5424.5;0.82447493;BPF
5425.0;0.82139564;BPF
5425.5;0.81828725;BPF
5426.0;0.8151513;BPF
5426.5;0.8119889;BPF
5427.0;0.80880153;BPF
5427.5;0.8055904;BPF
5428.0;0.8023568;BPF
5428.5;0.7991019;BPF
5429.0;0.79582584;BPF
5429.5;0.7925308;BPF
5430.0;0.78921884;BPF
5430.5;0.78589153;BPF
5431.0;0.78255004;BPF
5431.5;0.7791958;BPF
5432.0;0.77583003;BPF
5432.5;0.77245414;BPF
5433.0;0.76906943;BPF
5433.5;0.7656769;BPF
5434.0;0.7622779;BPF
5434.5;0.7588744;BPF
5435.0;0.7554677;BPF
5435.5;0.75205904;BPF
5436.0;0.7486498;BPF
5436.5;0.7452411;BPF
5437.0;0.7418343;BPF
5437.5;0.7384307;BPF
5438.0;0.7350317;BPF
5438.5;0.731639;BPF
5439.0;0.7282537;BPF
5439.5;0.7248768;BPF
5440.0;0.7215096;BPF
5440.5;0.7181532;BPF
5441.0;0.71480876;BPF
5441.5;0.7114775;BPF
5442.0;0.7081606;BPF
5442.5;0.7048595;BPF
5443.0;0.70157623;BPF
5443.5;0.69831157;BPF
5444.0;0.695066;BPF
5444.5;0.69184047;BPF
5445.0;0.68863606;BPF
5445.5;0.68545383;BPF
5446.0;0.68229467;BPF
5446.5;0.67915964;BPF
5447.0;0.6760497;BPF
5447.5;0.67296785;BPF
5448.0;0.66991466;BPF
5448.5;0.6668895;BPF
5449.0;0.6638933;BPF
5449.5;0.6609269;BPF
5450.0;0.65799105;BPF
5450.5;0.6550866;BPF
5451.0;0.6522143;BPF
5451.5;0.6493749;BPF
5452.0;0.6465711;BPF
5452.5;0.64380395;BPF
5453.0;0.6410725;BPF
5453.5;0.63837695;BPF
5454.0;0.63571787;BPF
5454.5;0.6330958;BPF
5455.0;0.6305114;BPF
5455.5;0.6279652;BPF
5456.0;0.6254577;BPF
5456.5;0.62299025;BPF
5457.0;0.6205661;BPF
5457.5;0.618183;BPF
5458.0;0.61584055;BPF
5458.5;0.61353904;BPF
5459.0;0.61127895;BPF
5459.5;0.6090605;BPF
5460.0;0.606884;BPF
5460.5;0.60474974;BPF
5461.0;0.602658;BPF
5461.5;0.60061336;BPF
5462.0;0.5986129;BPF
5462.5;0.5966558;BPF
5463.0;0.5947418;BPF
5463.5;0.59287125;BPF
5464.0;0.59104407;BPF
5464.5;0.58926046;BPF
5465.0;0.58752036;BPF
5465.5;0.5858245;BPF
5466.0;0.58417475;BPF
5466.5;0.58257157;BPF
5467.0;0.5810117;BPF
5467.5;0.5794952;BPF
5468.0;0.57802194;BPF
5468.5;0.5765916;BPF
5469.0;0.5752042;BPF
5469.5;0.57385945;BPF
5470.0;0.5725571;BPF
5470.5;0.5712974;BPF
5471.0;0.57008415;BPF
5471.5;0.5689126;BPF
5472.0;0.56778234;BPF
5472.5;0.5666931;BPF
5473.0;0.5656445;BPF
5473.5;0.5646361;BPF
5474.0;0.5636677;BPF
5474.5;0.5627387;BPF
5475.0;0.56184965;BPF
5475.5;0.56100214;BPF
5476.0;0.56019396;BPF
5476.5;0.5594232;BPF
5477.0;0.5586896;BPF
5477.5;0.5579924;BPF
5478.0;0.5573312;BPF
5478.5;0.5567055;BPF
5479.0;0.5561146;BPF
5479.5;0.55555844;BPF
5480.0;0.555038;BPF
5480.5;0.55455244;BPF
5481.0;0.5540992;BPF
5481.5;0.5536777;BPF
5482.0;0.55328727;BPF
5482.5;0.5529272;BPF
5483.0;0.5525968;BPF
5483.5;0.5522955;BPF
5484.0;0.5520227;BPF
5484.5;0.55177903;BPF
5485.0;0.55156416;BPF
5485.5;0.55137557;BPF
5486.0;0.5512124;BPF
5486.5;0.5510739;BPF
5487.0;0.55095947;BPF
5487.5;0.5508682;BPF
5488.0;0.55079955;BPF
5488.5;0.55075276;BPF
5489.0;0.5507278;BPF
5489.5;0.5507244;BPF
5490.0;0.550741;BPF
5490.5;0.5507763;BPF
5491.0;0.5508295;BPF
5491.5;0.5509;BPF
5492.0;0.55098695;BPF
5492.5;0.55108964;BPF
5493.0;0.5512074;BPF
5493.5;0.5513396;BPF
5494.0;0.55148655;BPF
5494.5;0.55164665;BPF
5495.0;0.55181867;BPF
5495.5;0.55200195;BPF
5496.0;0.55219585;BPF
5496.5;0.55239964;BPF
5497.0;0.55261266;BPF
5497.5;0.5528341;BPF
5498.0;0.5530635;BPF
5498.5;0.55330056;BPF
5499.0;0.55354446;BPF
5499.5;0.553794;BPF
5500.0;0.5540488;BPF
5500.5;0.55430794;BPF
5501.0;0.5545711;BPF
5501.5;0.55483747;BPF
5502.0;0.5551066;BPF
5502.5;0.5553779;BPF
5503.0;0.5556509;BPF
5503.5;0.5559248;BPF
5504.0;0.55619913;BPF
5504.5;0.5564734;BPF
5505.0;0.55674404;BPF
5505.5;0.55700415;BPF
5506.0;0.5572629;BPF
5506.5;0.5575199;BPF
5507.0;0.55777454;BPF
5507.5;0.5580263;BPF
5508.0;0.5582751;BPF
5508.5;0.5585207;BPF
5509.0;0.5587626;BPF
5509.5;0.55900073;BPF
5510.0;0.55923456;BPF
5510.5;0.55946344;BPF
5511.0;0.55968726;BPF
5511.5;0.559906;BPF
5512.0;0.5601195;BPF
5512.5;0.56032753;BPF
5513.0;0.56052995;BPF
5513.5;0.56072634;BPF
5514.0;0.5609159;BPF
5514.5;0.561099;BPF
5515.0;0.56127584;BPF
5515.5;0.56144625;BPF
5516.0;0.56161004;BPF
5516.5;0.5617672;BPF
5517.0;0.56191725;BPF
5517.5;0.5620595;BPF
5518.0;0.562195;BPF
5518.5;0.5623236;BPF
5519.0;0.5624453;BPF
5519.5;0.56256014;BPF
5520.0;0.562668;BPF
5520.5;0.56276846;BPF
5521.0;0.5628615;BPF
5521.5;0.5629478;BPF
5522.0;0.5630275;BPF
5522.5;0.56310076;BPF
5523.0;0.5631675;BPF
5523.5;0.5632278;BPF
5524.0;0.5632812;BPF
5524.5;0.5633283;BPF
5525.0;0.5633697;BPF
5525.5;0.56340545;BPF
5526.0;0.56343573;BPF
5526.5;0.5634608;BPF
5527.0;0.56348056;BPF
5527.5;0.5634951;BPF
5528.0;0.563505;BPF
5528.5;0.56351066;BPF
5529.0;0.56351244;BPF
5529.5;0.56351054;BPF
5530.0;0.5635053;BPF
5530.5;0.5634967;BPF
5531.0;0.5634852;BPF
5531.5;0.5634713;BPF
5532.0;0.56345546;BPF
5532.5;0.563438;BPF
5533.0;0.5634192;BPF
5533.5;0.56339943;BPF
5534.0;0.5633791;BPF
5534.5;0.56335866;BPF
5535.0;0.56333864;BPF
5535.5;0.56331927;BPF
5536.0;0.5633011;BPF
5536.5;0.56328446;BPF
5537.0;0.5632698;BPF
5537.5;0.56325805;BPF
5538.0;0.5632493;BPF
5538.5;0.56324387;BPF
5539.0;0.5632424;BPF
5539.5;0.5632452;BPF
5540.0;0.5632527;BPF
5540.5;0.5632658;BPF
5541.0;0.5632854;BPF
5541.5;0.56331134;BPF
5542.0;0.56334394;BPF
5542.5;0.56338376;BPF
5543.0;0.5634313;BPF
5543.5;0.563487;BPF
5544.0;0.56355256;BPF
5544.5;0.563628;BPF
5545.0;0.56371325;BPF
5545.5;0.5638087;BPF
5546.0;0.5639148;BPF
5546.5;0.56403196;BPF
5547.0;0.56416094;BPF
5547.5;0.564304;BPF
5548.0;0.5644602;BPF
5548.5;0.5646296;BPF
5549.0;0.5648126;BPF
5549.5;0.5650097;BPF
5550.0;0.5652213;BPF
5550.5;0.5654485;BPF
5551.0;0.56569386;BPF
5551.5;0.56595516;BPF
5552.0;0.5662329;BPF
5552.5;0.56652755;BPF
5553.0;0.56683946;BPF
5553.5;0.56716937;BPF
5554.0;0.56751883;BPF
5554.5;0.56788903;BPF
5555.0;0.56827825;BPF
5555.5;0.5686869;BPF
5556.0;0.5691154;BPF
5556.5;0.56956404;BPF
5557.0;0.57003385;BPF
5557.5;0.5705266;BPF
5558.0;0.5710423;BPF
5558.5;0.57157964;BPF
5559.0;0.57213897;BPF
5559.5;0.5727206;BPF
5560.0;0.5733247;BPF
5560.5;0.57395303;BPF
5561.0;0.57460696;BPF
5561.5;0.5752853;BPF
5562.0;0.5759874;BPF
5562.5;0.57671344;BPF
5563.0;0.5774636;BPF
5563.5;0.5782382;BPF
5564.0;0.5790396;BPF
5564.5;0.5798682;BPF
5565.0;0.5807222;BPF
5565.5;0.5816013;BPF
5566.0;0.5825057;BPF
5566.5;0.5834354;BPF
5567.0;0.58439076;BPF
5567.5;0.585375;BPF
5568.0;0.5863868;BPF
5568.5;0.5874244;BPF
5569.0;0.5884878;BPF
5569.5;0.589577;BPF
5570.0;0.59069216;BPF
5570.5;0.59183395;BPF
5571.0;0.59300494;BPF
5571.5;0.59420294;BPF
5572.0;0.5954267;BPF
5572.5;0.5966761;BPF
5573.0;0.59795123;BPF
5573.5;0.59925187;BPF
5574.0;0.6005798;BPF
5574.5;0.60193574;BPF
5575.0;0.6033175;BPF
5575.5;0.6047242;BPF
5576.0;0.6061557;BPF
5576.5;0.60761184;BPF
5577.0;0.60909235;BPF
5577.5;0.6105999;BPF
5578.0;0.61213326;BPF
5578.5;0.6136905;BPF
5579.0;0.61527103;BPF
5579.5;0.61687464;BPF
5580.0;0.61850107;BPF
5580.5;0.62014997;BPF
5581.0;0.6218247;BPF
5581.5;0.6235219;BPF
5582.0;0.6252407;BPF
5582.5;0.6269805;BPF
5583.0;0.6287408;BPF
5583.5;0.63052136;BPF
5584.0;0.63232195;BPF
5584.5;0.63414544;BPF
5585.0;0.6359876;BPF
5585.5;0.637848;BPF
5586.0;0.6397262;BPF
5586.5;0.64162177;BPF
5587.0;0.64353424;BPF
5587.5;0.64546406;BPF
5588.0;0.64741164;BPF
5588.5;0.6493743;BPF
5589.0;0.65135145;BPF
5589.5;0.65334255;BPF
5590.0;0.6553471;BPF
5590.5;0.6573647;BPF
5591.0;0.65939575;BPF
5591.5;0.66143924;BPF
5592.0;0.6634935;BPF
5592.5;0.66555804;BPF
5593.0;0.66763216;BPF
5593.5;0.66971517;BPF
5594.0;0.6718069;BPF
5594.5;0.67390704;BPF
5595.0;0.67601424;BPF
5595.5;0.6781276;BPF
5596.0;0.68024635;BPF
5596.5;0.6823698;BPF
5597.0;0.6844974;BPF
5597.5;0.6866286;BPF
5598.0;0.68876255;BPF
5598.5;0.6908983;BPF
5599.0;0.693035;BPF
5599.5;0.695172;BPF
5600.0;0.69730866;BPF
5600.5;0.6994442;BPF
5601.0;0.70157754;BPF
5601.5;0.70370793;BPF
5602.0;0.7058347;BPF
5602.5;0.7079572;BPF
5603.0;0.71007466;BPF
5603.5;0.71218646;BPF
5604.0;0.71429163;BPF
5604.5;0.71638864;BPF
5605.0;0.71847695;BPF
5605.5;0.7205563;BPF
5606.0;0.7226261;BPF
5606.5;0.7246855;BPF
5607.0;0.72673386;BPF
5607.5;0.72876966;BPF
5608.0;0.73079145;BPF
5608.5;0.73279923;BPF
5609.0;0.7347928;BPF
5609.5;0.7367715;BPF
5610.0;0.7387346;BPF
5610.5;0.7406814;BPF
5611.0;0.7426095;BPF
5611.5;0.74451816;BPF
5612.0;0.746408;BPF
5612.5;0.74827844;BPF
5613.0;0.75012904;BPF
5613.5;0.7519591;BPF
5614.0;0.7537679;BPF
5614.5;0.7555516;BPF
5615.0;0.75731134;BPF
5615.5;0.7590476;BPF
5616.0;0.76076;BPF
5616.5;0.76244783;BPF
5617.0;0.7641106;BPF
5617.5;0.7657473;BPF
5618.0;0.7673529;BPF
5618.5;0.768931;BPF
5619.0;0.7704815;BPF
5619.5;0.77200395;BPF
5620.0;0.7734977;BPF
5620.5;0.77496207;BPF
5621.0;0.7763949;BPF
5621.5;0.77779305;BPF
5622.0;0.7791604;BPF
5622.5;0.7804964;BPF
5623.0;0.7818008;BPF
5623.5;0.78307307;BPF
5624.0;0.7843125;BPF
5624.5;0.78551567;BPF
5625.0;0.7866822;BPF
5625.5;0.78781486;BPF
5626.0;0.78891337;BPF
5626.5;0.7899774;BPF
5627.0;0.7910065;BPF
5627.5;0.79199964;BPF
5628.0;0.7929528;BPF
5628.5;0.7938682;BPF
5629.0;0.79474753;BPF
5629.5;0.7955906;BPF
5630.0;0.7963971;BPF
5630.5;0.7971669;BPF
5631.0;0.7978979;BPF
5631.5;0.79858667;BPF
5632.0;0.7992375;BPF
5632.5;0.79985076;BPF
5633.0;0.8004265;BPF
5633.5;0.80096453;BPF
5634.0;0.8014646;BPF
5634.5;0.8019239;BPF
5635.0;0.80234057;BPF
5635.5;0.8027194;BPF
5636.0;0.8030602;BPF
5636.5;0.803363;BPF
5637.0;0.80362797;BPF
5637.5;0.80385405;BPF
5638.0;0.8040385;BPF
5638.5;0.8041822;BPF
5639.0;0.8042881;BPF
5639.5;0.8043565;BPF
5640.0;0.80438745;BPF
5640.5;0.80438113;BPF
5641.0;0.80433565;BPF
5641.5;0.8042494;BPF
5642.0;0.80412465;BPF
5642.5;0.80396336;BPF
5643.0;0.8037658;BPF
5643.5;0.8035322;BPF
5644.0;0.8032627;BPF
5644.5;0.80295473;BPF
5645.0;0.8026082;BPF
5645.5;0.802226;BPF
5646.0;0.80180925;BPF
5646.5;0.80135834;BPF
5647.0;0.80087364;BPF
5647.5;0.80035543;BPF
5648.0;0.7998;BPF
5648.5;0.7992096;BPF
5649.0;0.79858685;BPF
5649.5;0.7979324;BPF
5650.0;0.79724663;BPF
5650.5;0.79653;BPF
5651.0;0.79578257;BPF
5651.5;0.7950007;BPF
5652.0;0.7941884;BPF
5652.5;0.7933474;BPF
5653.0;0.7924782;BPF
5653.5;0.7915812;BPF
5654.0;0.790657;BPF
5654.5;0.78970474;BPF
5655.0;0.788723;BPF
5655.5;0.78771544;BPF
5656.0;0.7866832;BPF
5656.5;0.7856267;BPF
5657.0;0.7845467;BPF
5657.5;0.7834436;BPF
5658.0;0.782316;BPF
5658.5;0.78116447;BPF
5659.0;0.77999187;BPF
5659.5;0.77879894;BPF
5660.0;0.77758634;BPF
5660.5;0.7763548;BPF
5661.0;0.77510476;BPF
5661.5;0.77383465;BPF
5662.0;0.7725467;BPF
5662.5;0.77124274;BPF
5663.0;0.76992327;BPF
5663.5;0.76858914;BPF
5664.0;0.7672409;BPF
5664.5;0.7658788;BPF
5665.0;0.7645021;BPF
5665.5;0.7631135;BPF
5666.0;0.76171374;BPF
5666.5;0.7603037;BPF
5667.0;0.75888383;BPF
5667.5;0.75745493;BPF
5668.0;0.7560172;BPF
5668.5;0.7545711;BPF
5669.0;0.7531182;BPF
5669.5;0.7516594;BPF
5670.0;0.75019526;BPF
5670.5;0.74872655;BPF
5671.0;0.74725384;BPF
5671.5;0.7457777;BPF
5672.0;0.744299;BPF
5672.5;0.74281865;BPF
5673.0;0.74133736;BPF
5673.5;0.7398558;BPF
5674.0;0.73837465;BPF
5674.5;0.7368946;BPF
5675.0;0.7354166;BPF
5675.5;0.73394126;BPF
5676.0;0.73246926;BPF
5676.5;0.7310012;BPF
5677.0;0.7295376;BPF
5677.5;0.7280792;BPF
5678.0;0.726627;BPF
5678.5;0.72518194;BPF
5679.0;0.7237444;BPF
5679.5;0.72231466;BPF
5680.0;0.72089326;BPF
5680.5;0.71948093;BPF
5681.0;0.7180781;BPF
5681.5;0.7166865;BPF
5682.0;0.71530664;BPF
5682.5;0.7139383;BPF
5683.0;0.71258193;BPF
5683.5;0.711238;BPF
5684.0;0.709907;BPF
5684.5;0.7085896;BPF
5685.0;0.7072881;BPF
5685.5;0.706002;BPF
5686.0;0.704731;BPF
5686.5;0.7034754;BPF
5687.0;0.7022358;BPF
5687.5;0.7010125;BPF
5688.0;0.6998068;BPF
5688.5;0.69862044;BPF
