Depth;Value;Metodo
875.0;0.8663049;filter length
875.5;0.8647609;filter length
876.0;0.8631651;filter length
876.5;0.8615301;filter length
877.0;0.8598657;filter length
877.5;0.8582733;filter length
878.0;0.8566797;filter length
878.5;0.85513425;filter length
879.0;0.85357565;filter length
879.5;0.8520646;filter length
880.0;0.8505716;filter length
880.5;0.8490943;filter length
881.0;0.84771276;filter length
881.5;0.84639233;filter length
882.0;0.845134;filter length
882.5;0.84392637;filter length
883.0;0.8427435;filter length
883.5;0.84154415;filter length
884.0;0.84031767;filter length
884.5;0.8390725;filter length
885.0;0.8378436;filter length
885.5;0.83664817;filter length
886.0;0.83553916;filter length
886.5;0.83458513;filter length
887.0;0.8338352;filter length
887.5;0.8332922;filter length
888.0;0.8329366;filter length
888.5;0.83274114;filter length
889.0;0.8327273;filter length
889.5;0.8328563;filter length
890.0;0.83302474;filter length
890.5;0.83318436;filter length
891.0;0.833341;filter length
891.5;0.83349353;filter length
892.0;0.8336047;filter length
892.5;0.8336672;filter length
893.0;0.83365893;filter length
893.5;0.83362573;filter length
894.0;0.8335916;filter length
894.5;0.8335642;filter length
895.0;0.8335643;filter length
895.5;0.8335928;filter length
896.0;0.83366275;filter length
896.5;0.83377427;filter length
897.0;0.83393973;filter length
897.5;0.83415836;filter length
898.0;0.8344257;filter length
898.5;0.83471894;filter length
899.0;0.8349655;filter length
899.5;0.83501905;filter length
900.0;0.8348755;filter length
900.5;0.83463705;filter length
901.0;0.83429265;filter length
901.5;0.83381903;filter length
902.0;0.833235;filter length
902.5;0.83260375;filter length
903.0;0.83194035;filter length
903.5;0.83124673;filter length
904.0;0.8305445;filter length
904.5;0.8298603;filter length
905.0;0.82917213;filter length
905.5;0.8284828;filter length
906.0;0.8277681;filter length
906.5;0.82704645;filter length
907.0;0.826318;filter length
907.5;0.8255436;filter length
908.0;0.82466835;filter length
908.5;0.8236587;filter length
909.0;0.82246447;filter length
909.5;0.82106686;filter length
910.0;0.81946015;filter length
910.5;0.8176892;filter length
911.0;0.81578755;filter length
911.5;0.8137757;filter length
912.0;0.81166184;filter length
912.5;0.80951494;filter length
913.0;0.8073797;filter length
913.5;0.8053361;filter length
914.0;0.80341685;filter length
914.5;0.80163646;filter length
915.0;0.7999835;filter length
915.5;0.7984549;filter length
916.0;0.79701424;filter length
916.5;0.7955679;filter length
917.0;0.79405653;filter length
917.5;0.7924365;filter length
918.0;0.79070246;filter length
918.5;0.78888327;filter length
919.0;0.7869863;filter length
919.5;0.78504074;filter length
920.0;0.7830797;filter length
920.5;0.78112507;filter length
921.0;0.77918;filter length
921.5;0.77722466;filter length
922.0;0.77526826;filter length
922.5;0.77334225;filter length
923.0;0.77146;filter length
923.5;0.76960826;filter length
924.0;0.7677502;filter length
924.5;0.7658826;filter length
925.0;0.76403385;filter length
925.5;0.7622062;filter length
926.0;0.7603995;filter length
926.5;0.75849235;filter length
927.0;0.7564355;filter length
927.5;0.7541908;filter length
928.0;0.7517548;filter length
928.5;0.7492137;filter length
929.0;0.7466545;filter length
929.5;0.7441896;filter length
930.0;0.74191093;filter length
930.5;0.739873;filter length
931.0;0.738086;filter length
931.5;0.7365358;filter length
932.0;0.7351886;filter length
932.5;0.7339803;filter length
933.0;0.73287374;filter length
933.5;0.73184204;filter length
934.0;0.73088384;filter length
934.5;0.73001045;filter length
935.0;0.7292238;filter length
935.5;0.7285282;filter length
936.0;0.7279368;filter length
936.5;0.7274398;filter length
937.0;0.7269583;filter length
937.5;0.7264818;filter length
938.0;0.726086;filter length
938.5;0.72587734;filter length
939.0;0.72594434;filter length
939.5;0.7263523;filter length
940.0;0.7271235;filter length
940.5;0.7282414;filter length
941.0;0.72960097;filter length
941.5;0.731118;filter length
942.0;0.73275834;filter length
942.5;0.73450434;filter length
943.0;0.736338;filter length
943.5;0.7382512;filter length
944.0;0.7402496;filter length
944.5;0.74234605;filter length
945.0;0.74455374;filter length
945.5;0.74684095;filter length
946.0;0.74917316;filter length
946.5;0.75150263;filter length
947.0;0.7538137;filter length
947.5;0.75616264;filter length
948.0;0.7585471;filter length
948.5;0.7609275;filter length
949.0;0.7632771;filter length
949.5;0.765579;filter length
950.0;0.76777905;filter length
950.5;0.76989615;filter length
951.0;0.7719646;filter length
951.5;0.7740762;filter length
952.0;0.77625877;filter length
952.5;0.77847135;filter length
953.0;0.78074044;filter length
953.5;0.7831102;filter length
954.0;0.7855991;filter length
954.5;0.78819096;filter length
955.0;0.7907396;filter length
955.5;0.7931347;filter length
956.0;0.7953786;filter length
956.5;0.7975783;filter length
957.0;0.7998774;filter length
957.5;0.80238724;filter length
958.0;0.80514866;filter length
958.5;0.8081624;filter length
959.0;0.81138414;filter length
959.5;0.8146794;filter length
960.0;0.8178685;filter length
960.5;0.820908;filter length
961.0;0.8237862;filter length
961.5;0.8264882;filter length
962.0;0.82901156;filter length
962.5;0.83137953;filter length
963.0;0.8336277;filter length
963.5;0.83579195;filter length
964.0;0.8378961;filter length
964.5;0.8399399;filter length
965.0;0.84191155;filter length
965.5;0.84379905;filter length
966.0;0.84559494;filter length
966.5;0.8472861;filter length
967.0;0.8488885;filter length
967.5;0.8504206;filter length
968.0;0.8518617;filter length
968.5;0.85316336;filter length
969.0;0.85428727;filter length
969.5;0.8551944;filter length
970.0;0.8558575;filter length
970.5;0.8562973;filter length
971.0;0.85652965;filter length
971.5;0.85658747;filter length
972.0;0.8565012;filter length
972.5;0.8562689;filter length
973.0;0.8559132;filter length
973.5;0.8554098;filter length
974.0;0.85471654;filter length
974.5;0.853809;filter length
975.0;0.85267067;filter length
975.5;0.851292;filter length
976.0;0.849678;filter length
976.5;0.847878;filter length
977.0;0.8459385;filter length
977.5;0.84384996;filter length
978.0;0.84159976;filter length
978.5;0.8392455;filter length
979.0;0.8368113;filter length
979.5;0.8342743;filter length
980.0;0.8316721;filter length
980.5;0.82903796;filter length
981.0;0.8263388;filter length
981.5;0.8235022;filter length
982.0;0.82049614;filter length
982.5;0.8173164;filter length
983.0;0.8139468;filter length
983.5;0.81035477;filter length
984.0;0.80654186;filter length
984.5;0.80251914;filter length
985.0;0.7984241;filter length
985.5;0.7943855;filter length
986.0;0.7904687;filter length
986.5;0.7866528;filter length
987.0;0.78285044;filter length
987.5;0.77906835;filter length
988.0;0.7753064;filter length
988.5;0.7715153;filter length
989.0;0.7675686;filter length
989.5;0.76336;filter length
990.0;0.75893676;filter length
990.5;0.75434625;filter length
991.0;0.74957174;filter length
991.5;0.7446364;filter length
992.0;0.73960143;filter length
992.5;0.73450077;filter length
993.0;0.72933465;filter length
993.5;0.72409075;filter length
994.0;0.71873546;filter length
994.5;0.7132415;filter length
995.0;0.70761424;filter length
995.5;0.70188797;filter length
996.0;0.6961083;filter length
996.5;0.69029945;filter length
997.0;0.6845058;filter length
997.5;0.67876196;filter length
998.0;0.6730987;filter length
998.5;0.66752666;filter length
999.0;0.6620432;filter length
999.5;0.6566452;filter length
1000.0;0.6513511;filter length
1000.5;0.64614296;filter length
1001.0;0.64101106;filter length
1001.5;0.6359801;filter length
1002.0;0.6310486;filter length
1002.5;0.62621135;filter length
1003.0;0.62146753;filter length
1003.5;0.6168642;filter length
1004.0;0.61244327;filter length
1004.5;0.60822207;filter length
1005.0;0.6042075;filter length
1005.5;0.60042006;filter length
1006.0;0.596854;filter length
1006.5;0.593498;filter length
1007.0;0.5903678;filter length
1007.5;0.5874887;filter length
1008.0;0.5848669;filter length
1008.5;0.5824676;filter length
1009.0;0.5802518;filter length
1009.5;0.5782532;filter length
1010.0;0.5764896;filter length
1010.5;0.57494396;filter length
1011.0;0.5736235;filter length
1011.5;0.5725583;filter length
1012.0;0.5717888;filter length
1012.5;0.5713454;filter length
1013.0;0.57123125;filter length
1013.5;0.5714466;filter length
1014.0;0.57198495;filter length
1014.5;0.57283443;filter length
1015.0;0.5739642;filter length
1015.5;0.57532823;filter length
1016.0;0.5768966;filter length
1016.5;0.5786028;filter length
1017.0;0.5804438;filter length
1017.5;0.5823675;filter length
1018.0;0.5841936;filter length
1018.5;0.5859322;filter length
1019.0;0.5875949;filter length
1019.5;0.5895917;filter length
1020.0;0.5920017;filter length
1020.5;0.59482473;filter length
1021.0;0.59806585;filter length
1021.5;0.60172445;filter length
1022.0;0.60577226;filter length
1022.5;0.61017555;filter length
1023.0;0.614908;filter length
1023.5;0.61994547;filter length
1024.0;0.62521887;filter length
1024.5;0.6307496;filter length
1025.0;0.6365222;filter length
1025.5;0.642547;filter length
1026.0;0.6487734;filter length
1026.5;0.65513766;filter length
1027.0;0.6616457;filter length
1027.5;0.6682215;filter length
1028.0;0.6748293;filter length
1028.5;0.681441;filter length
1029.0;0.68805236;filter length
1029.5;0.69466186;filter length
1030.0;0.7012589;filter length
1030.5;0.7078591;filter length
1031.0;0.71446097;filter length
1031.5;0.72106385;filter length
1032.0;0.72763443;filter length
1032.5;0.7342033;filter length
1033.0;0.7407742;filter length
1033.5;0.7473469;filter length
1034.0;0.7537988;filter length
1034.5;0.7601935;filter length
1035.0;0.7665263;filter length
1035.5;0.7727672;filter length
1036.0;0.7789373;filter length
1036.5;0.78505653;filter length
1037.0;0.79113317;filter length
1037.5;0.79708093;filter length
1038.0;0.80289274;filter length
1038.5;0.80856293;filter length
1039.0;0.8142288;filter length
1039.5;0.81988794;filter length
1040.0;0.8254644;filter length
1040.5;0.8309714;filter length
1041.0;0.8364186;filter length
1041.5;0.8417799;filter length
1042.0;0.84703183;filter length
1042.5;0.85206586;filter length
1043.0;0.85688263;filter length
1043.5;0.861503;filter length
1044.0;0.86593837;filter length
1044.5;0.8701895;filter length
1045.0;0.8742566;filter length
1045.5;0.8781395;filter length
1046.0;0.88184285;filter length
1046.5;0.88539726;filter length
1047.0;0.88883936;filter length
1047.5;0.89219767;filter length
1048.0;0.89551705;filter length
1048.5;0.8988433;filter length
1049.0;0.90219104;filter length
1049.5;0.9054728;filter length
1050.0;0.9085512;filter length
1050.5;0.9114055;filter length
1051.0;0.91403776;filter length
1051.5;0.91644895;filter length
1052.0;0.918642;filter length
1052.5;0.9206225;filter length
1053.0;0.9223998;filter length
1053.5;0.9239864;filter length
1054.0;0.9254508;filter length
1054.5;0.9268134;filter length
1055.0;0.92808753;filter length
1055.5;0.9292671;filter length
1056.0;0.9303588;filter length
1056.5;0.9313868;filter length
1057.0;0.9323615;filter length
1057.5;0.9332962;filter length
1058.0;0.9342157;filter length
1058.5;0.93513405;filter length
1059.0;0.93605906;filter length
1059.5;0.93699324;filter length
1060.0;0.9379394;filter length
1060.5;0.9388952;filter length
1061.0;0.93982005;filter length
1061.5;0.940678;filter length
1062.0;0.9414761;filter length
1062.5;0.9422061;filter length
1063.0;0.94285285;filter length
1063.5;0.9434181;filter length
1064.0;0.94390655;filter length
1064.5;0.9443061;filter length
1065.0;0.94457;filter length
1065.5;0.9447142;filter length
1066.0;0.94475126;filter length
1066.5;0.94466996;filter length
1067.0;0.9444633;filter length
1067.5;0.94415724;filter length
1068.0;0.9437843;filter length
1068.5;0.94334924;filter length
1069.0;0.94281334;filter length
1069.5;0.94212246;filter length
1070.0;0.9413073;filter length
1070.5;0.94037455;filter length
1071.0;0.93932855;filter length
1071.5;0.9381897;filter length
1072.0;0.9370083;filter length
1072.5;0.93580806;filter length
1073.0;0.9345988;filter length
1073.5;0.93336725;filter length
1074.0;0.93210644;filter length
1074.5;0.9308127;filter length
1075.0;0.92948365;filter length
1075.5;0.92812157;filter length
1076.0;0.92672795;filter length
1076.5;0.92528886;filter length
1077.0;0.92376506;filter length
1077.5;0.922137;filter length
1078.0;0.92041194;filter length
1078.5;0.91860247;filter length
1079.0;0.91670793;filter length
1079.5;0.91471344;filter length
1080.0;0.91261464;filter length
1080.5;0.9104168;filter length
1081.0;0.90812683;filter length
1081.5;0.9057568;filter length
1082.0;0.9033147;filter length
1082.5;0.9008027;filter length
1083.0;0.89822036;filter length
1083.5;0.89556575;filter length
1084.0;0.8928182;filter length
1084.5;0.88995504;filter length
1085.0;0.886972;filter length
1085.5;0.8838813;filter length
1086.0;0.8806994;filter length
1086.5;0.87742686;filter length
1087.0;0.8740594;filter length
1087.5;0.8706001;filter length
1088.0;0.86706704;filter length
1088.5;0.86349016;filter length
1089.0;0.85988533;filter length
1089.5;0.85625046;filter length
1090.0;0.8525842;filter length
1090.5;0.8488869;filter length
1091.0;0.8451575;filter length
1091.5;0.841526;filter length
1092.0;0.83795774;filter length
1092.5;0.83450335;filter length
1093.0;0.83121043;filter length
1093.5;0.8280692;filter length
1094.0;0.82507026;filter length
1094.5;0.8222416;filter length
1095.0;0.81957084;filter length
1095.5;0.81702983;filter length
1096.0;0.81458133;filter length
1096.5;0.81223273;filter length
1097.0;0.81000227;filter length
1097.5;0.80790824;filter length
1098.0;0.80592483;filter length
1098.5;0.80400395;filter length
1099.0;0.80214566;filter length
1099.5;0.8003651;filter length
1100.0;0.7987177;filter length
1100.5;0.7972134;filter length
1101.0;0.7958499;filter length
1101.5;0.79458797;filter length
1102.0;0.79337966;filter length
1102.5;0.7922503;filter length
1103.0;0.7912172;filter length
1103.5;0.7903226;filter length
1104.0;0.7895545;filter length
1104.5;0.78891844;filter length
1105.0;0.7884099;filter length
1105.5;0.78803897;filter length
1106.0;0.7877834;filter length
1106.5;0.7876582;filter length
1107.0;0.7876664;filter length
1107.5;0.7878478;filter length
1108.0;0.78820306;filter length
1108.5;0.7887309;filter length
1109.0;0.7894077;filter length
1109.5;0.79024744;filter length
1110.0;0.79127085;filter length
1110.5;0.7924891;filter length
1111.0;0.7939018;filter length
1111.5;0.7954883;filter length
1112.0;0.7972215;filter length
1112.5;0.79909605;filter length
1113.0;0.801109;filter length
1113.5;0.8032647;filter length
1114.0;0.8055289;filter length
1114.5;0.807902;filter length
1115.0;0.8103971;filter length
1115.5;0.8130161;filter length
1116.0;0.8157169;filter length
1116.5;0.8184865;filter length
1117.0;0.82133526;filter length
1117.5;0.82427126;filter length
1118.0;0.82727444;filter length
1118.5;0.83031183;filter length
1119.0;0.8333493;filter length
1119.5;0.83638674;filter length
1120.0;0.83942914;filter length
1120.5;0.8424726;filter length
1121.0;0.84551615;filter length
1121.5;0.84851927;filter length
1122.0;0.85156554;filter length
1122.5;0.8546325;filter length
1123.0;0.85760695;filter length
1123.5;0.8604862;filter length
1124.0;0.86327666;filter length
1124.5;0.8659773;filter length
1125.0;0.8685804;filter length
1125.5;0.87122154;filter length
1126.0;0.8739119;filter length
1126.5;0.87664163;filter length
1127.0;0.8793825;filter length
1127.5;0.8821304;filter length
1128.0;0.88480395;filter length
1128.5;0.8875265;filter length
1129.0;0.89030856;filter length
1129.5;0.8931518;filter length
1130.0;0.8960231;filter length
1130.5;0.898776;filter length
1131.0;0.90145683;filter length
1131.5;0.9040768;filter length
1132.0;0.90665376;filter length
1132.5;0.9091861;filter length
1133.0;0.9116586;filter length
1133.5;0.9140558;filter length
1134.0;0.91637045;filter length
1134.5;0.9186043;filter length
1135.0;0.92075735;filter length
1135.5;0.9228284;filter length
1136.0;0.9248207;filter length
1136.5;0.9267371;filter length
1137.0;0.92857695;filter length
1137.5;0.93033534;filter length
1138.0;0.9320061;filter length
1138.5;0.93359035;filter length
1139.0;0.9350941;filter length
1139.5;0.93652;filter length
1140.0;0.9378591;filter length
1140.5;0.93910366;filter length
1141.0;0.9402509;filter length
1141.5;0.94130605;filter length
1142.0;0.9422811;filter length
1142.5;0.94318414;filter length
1143.0;0.9440172;filter length
1143.5;0.94478;filter length
1144.0;0.94547045;filter length
1144.5;0.94623137;filter length
1145.0;0.9470415;filter length
1145.5;0.9479068;filter length
1146.0;0.9488062;filter length
1146.5;0.94977474;filter length
1147.0;0.9507856;filter length
1147.5;0.9518588;filter length
1148.0;0.95295817;filter length
1148.5;0.9541431;filter length
1149.0;0.9553111;filter length
1149.5;0.9564792;filter length
1150.0;0.95764595;filter length
1150.5;0.9588112;filter length
1151.0;0.95997626;filter length
1151.5;0.9611413;filter length
1152.0;0.96227586;filter length
1152.5;0.96335447;filter length
1153.0;0.96440744;filter length
1153.5;0.9654604;filter length
1154.0;0.9665134;filter length
1154.5;0.9675663;filter length
1155.0;0.9686193;filter length
1155.5;0.96963775;filter length
1156.0;0.9705872;filter length
1156.5;0.97147304;filter length
1157.0;0.97230744;filter length
1157.5;0.9730977;filter length
1158.0;0.9738661;filter length
1158.5;0.974606;filter length
1159.0;0.97528696;filter length
1159.5;0.975905;filter length
1160.0;0.9764539;filter length
1160.5;0.9771174;filter length
1161.0;0.977781;filter length
1161.5;0.9784445;filter length
1162.0;0.9791081;filter length
1162.5;0.9797716;filter length
1163.0;0.9804352;filter length
1163.5;0.9810987;filter length
1164.0;0.9817623;filter length
1164.5;0.9824258;filter length
1165.0;0.9830894;filter length
1165.5;0.983751;filter length
1166.0;0.98440456;filter length
1166.5;0.9850477;filter length
1167.0;0.9856865;filter length
1167.5;0.9862837;filter length
1168.0;0.98683375;filter length
1168.5;0.9873644;filter length
1169.0;0.9878724;filter length
1169.5;0.9883125;filter length
1170.0;0.9886363;filter length
1170.5;0.98890275;filter length
1171.0;0.98916924;filter length
1171.5;0.9894357;filter length
1172.0;0.9896994;filter length
1172.5;0.98996043;filter length
1173.0;0.9902215;filter length
1173.5;0.99048257;filter length
1174.0;0.9907436;filter length
1174.5;0.9909664;filter length
1175.0;0.9911145;filter length
1175.5;0.9911837;filter length
1176.0;0.99117345;filter length
1176.5;0.99108493;filter length
1177.0;0.9909228;filter length
1177.5;0.990693;filter length
1178.0;0.99040455;filter length
1178.5;0.9900408;filter length
1179.0;0.98960924;filter length
1179.5;0.98910743;filter length
1180.0;0.9884939;filter length
1180.5;0.98778415;filter length
1181.0;0.9869874;filter length
1181.5;0.98610157;filter length
1182.0;0.9851378;filter length
1182.5;0.9841065;filter length
1183.0;0.98300856;filter length
1183.5;0.98183256;filter length
1184.0;0.98058677;filter length
1184.5;0.9793137;filter length
1185.0;0.97804064;filter length
1185.5;0.9767676;filter length
1186.0;0.97549456;filter length
1186.5;0.9742215;filter length
1187.0;0.9729485;filter length
1187.5;0.9716754;filter length
1188.0;0.97040236;filter length
1188.5;0.9691293;filter length
1189.0;0.96782225;filter length
1189.5;0.9664128;filter length
1190.0;0.9648796;filter length
1190.5;0.96320987;filter length
1191.0;0.9614106;filter length
1191.5;0.9595155;filter length
1192.0;0.9575258;filter length
1192.5;0.9554367;filter length
1193.0;0.953238;filter length
1193.5;0.9509265;filter length
1194.0;0.94851285;filter length
1194.5;0.94601035;filter length
1195.0;0.94342625;filter length
1195.5;0.94080204;filter length
1196.0;0.93818456;filter length
1196.5;0.93558806;filter length
1197.0;0.93300486;filter length
1197.5;0.93042016;filter length
1198.0;0.92800134;filter length
1198.5;0.9255651;filter length
1199.0;0.9231113;filter length
1199.5;0.92064863;filter length
1200.0;0.9183912;filter length
1200.5;0.9163252;filter length
1201.0;0.91418916;filter length
1201.5;0.9119542;filter length
1202.0;0.90966916;filter length
1202.5;0.9073949;filter length
1203.0;0.9051207;filter length
1203.5;0.9028404;filter length
1204.0;0.900554;filter length
1204.5;0.8982677;filter length
1205.0;0.8959813;filter length
1205.5;0.8936967;filter length
1206.0;0.89143;filter length
1206.5;0.8891926;filter length
1207.0;0.8869822;filter length
1207.5;0.88479084;filter length
1208.0;0.8826077;filter length
1208.5;0.88042456;filter length
1209.0;0.87831634;filter length
1209.5;0.87626845;filter length
1210.0;0.8744321;filter length
1210.5;0.87281483;filter length
1211.0;0.87134576;filter length
1211.5;0.8700629;filter length
1212.0;0.86890024;filter length
1212.5;0.86779445;filter length
1213.0;0.8667239;filter length
1213.5;0.8657046;filter length
1214.0;0.86476725;filter length
1214.5;0.8638496;filter length
1215.0;0.8628337;filter length
1215.5;0.86171925;filter length
1216.0;0.8605113;filter length
1216.5;0.8592175;filter length
1217.0;0.8578391;filter length
1217.5;0.8563745;filter length
1218.0;0.85483074;filter length
1218.5;0.8532072;filter length
1219.0;0.8514938;filter length
1219.5;0.84982204;filter length
1220.0;0.84833217;filter length
1220.5;0.84698075;filter length
1221.0;0.8457177;filter length
1221.5;0.8445604;filter length
1222.0;0.8435059;filter length
1222.5;0.84255916;filter length
1223.0;0.8417413;filter length
1223.5;0.8410831;filter length
1224.0;0.8406084;filter length
1224.5;0.84032243;filter length
1225.0;0.84019357;filter length
1225.5;0.84020317;filter length
1226.0;0.8401872;filter length
1226.5;0.84014535;filter length
1227.0;0.8400805;filter length
1227.5;0.83999693;filter length
1228.0;0.8398556;filter length
1228.5;0.8396153;filter length
1229.0;0.8394342;filter length
1229.5;0.8392858;filter length
1230.0;0.839065;filter length
1230.5;0.83873385;filter length
1231.0;0.83835286;filter length
1231.5;0.8380789;filter length
1232.0;0.83791506;filter length
1232.5;0.83770436;filter length
1233.0;0.837491;filter length
1233.5;0.83727753;filter length
1234.0;0.83708835;filter length
1234.5;0.8368981;filter length
1235.0;0.83669686;filter length
1235.5;0.83647126;filter length
1236.0;0.83620983;filter length
1236.5;0.83590126;filter length
1237.0;0.83554536;filter length
1237.5;0.83515596;filter length
1238.0;0.83474696;filter length
1238.5;0.83432555;filter length
1239.0;0.83387315;filter length
1239.5;0.83336717;filter length
1240.0;0.83277726;filter length
1240.5;0.8320768;filter length
1241.0;0.8312815;filter length
1241.5;0.83040357;filter length
1242.0;0.8294187;filter length
1242.5;0.82851774;filter length
1243.0;0.8277107;filter length
1243.5;0.8270016;filter length
1244.0;0.82636225;filter length
1244.5;0.82574624;filter length
1245.0;0.8252545;filter length
1245.5;0.8249638;filter length
1246.0;0.8248632;filter length
1246.5;0.8249425;filter length
1247.0;0.82518345;filter length
1247.5;0.8256016;filter length
1248.0;0.8261869;filter length
1248.5;0.8269219;filter length
1249.0;0.82782525;filter length
1249.5;0.828878;filter length
1250.0;0.83000547;filter length
1250.5;0.8311744;filter length
1251.0;0.8323852;filter length
1251.5;0.8336534;filter length
1252.0;0.83496165;filter length
1252.5;0.8363039;filter length
1253.0;0.83769065;filter length
1253.5;0.8391023;filter length
1254.0;0.8405117;filter length
1254.5;0.84176886;filter length
1255.0;0.8428857;filter length
1255.5;0.8438948;filter length
1256.0;0.8448518;filter length
1256.5;0.8457817;filter length
1257.0;0.84668815;filter length
1257.5;0.84757984;filter length
1258.0;0.8484618;filter length
1258.5;0.84932125;filter length
1259.0;0.8502644;filter length
1259.5;0.8512295;filter length
1260.0;0.8522119;filter length
1260.5;0.85320765;filter length
1261.0;0.85424393;filter length
1261.5;0.85532117;filter length
1262.0;0.8564236;filter length
1262.5;0.8575929;filter length
1263.0;0.85870636;filter length
1263.5;0.859767;filter length
1264.0;0.86076814;filter length
1264.5;0.8617086;filter length
1265.0;0.8625988;filter length
1265.5;0.8634739;filter length
1266.0;0.8643467;filter length
1266.5;0.8652235;filter length
1267.0;0.8661184;filter length
1267.5;0.86702514;filter length
1268.0;0.8679209;filter length
1268.5;0.8687931;filter length
1269.0;0.8696311;filter length
1269.5;0.8704348;filter length
1270.0;0.8712186;filter length
1270.5;0.871973;filter length
1271.0;0.87269586;filter length
1271.5;0.87338215;filter length
1272.0;0.8740466;filter length
1272.5;0.8746502;filter length
1273.0;0.87514985;filter length
1273.5;0.87554103;filter length
1274.0;0.8758074;filter length
1274.5;0.8760568;filter length
1275.0;0.8763123;filter length
1275.5;0.8764076;filter length
1276.0;0.87635005;filter length
1276.5;0.87615794;filter length
1277.0;0.87584066;filter length
1277.5;0.8754031;filter length
1278.0;0.8748452;filter length
1278.5;0.8741703;filter length
1279.0;0.8733726;filter length
1279.5;0.8724455;filter length
1280.0;0.8714036;filter length
1280.5;0.87025666;filter length
1281.0;0.86900896;filter length
1281.5;0.8676942;filter length
1282.0;0.8663444;filter length
1282.5;0.86496365;filter length
1283.0;0.8635452;filter length
1283.5;0.8620617;filter length
1284.0;0.86053586;filter length
1284.5;0.85907304;filter length
1285.0;0.85771155;filter length
1285.5;0.8564536;filter length
1286.0;0.855302;filter length
1286.5;0.8542579;filter length
1287.0;0.8533222;filter length
1287.5;0.85249394;filter length
1288.0;0.85173625;filter length
1288.5;0.8510555;filter length
1289.0;0.85039765;filter length
1289.5;0.84970075;filter length
1290.0;0.84901917;filter length
1290.5;0.8484114;filter length
1291.0;0.8478653;filter length
1291.5;0.847359;filter length
1292.0;0.846882;filter length
1292.5;0.8464367;filter length
1293.0;0.8460647;filter length
1293.5;0.8457983;filter length
1294.0;0.845637;filter length
1294.5;0.84558105;filter length
1295.0;0.84562653;filter length
1295.5;0.8457617;filter length
1296.0;0.8459751;filter length
1296.5;0.84628004;filter length
1297.0;0.84667474;filter length
1297.5;0.8471378;filter length
1298.0;0.84766203;filter length
1298.5;0.8482536;filter length
1299.0;0.8489282;filter length
1299.5;0.8496965;filter length
1300.0;0.85056984;filter length
1300.5;0.85154927;filter length
1301.0;0.8526384;filter length
1301.5;0.8538086;filter length
1302.0;0.85507196;filter length
1302.5;0.85642415;filter length
1303.0;0.85785985;filter length
1303.5;0.85937715;filter length
1304.0;0.8609835;filter length
1304.5;0.86266774;filter length
1305.0;0.86439717;filter length
1305.5;0.8662045;filter length
1306.0;0.8681254;filter length
1306.5;0.8701495;filter length
1307.0;0.87225556;filter length
1307.5;0.8744357;filter length
1308.0;0.87668383;filter length
1308.5;0.87899804;filter length
1309.0;0.8813847;filter length
1309.5;0.8838444;filter length
1310.0;0.8863762;filter length
1310.5;0.8889577;filter length
1311.0;0.8915926;filter length
1311.5;0.89426845;filter length
1312.0;0.89694506;filter length
1312.5;0.8996062;filter length
1313.0;0.9022642;filter length
1313.5;0.90488714;filter length
1314.0;0.90746295;filter length
1314.5;0.9099694;filter length
1315.0;0.91238785;filter length
1315.5;0.91471666;filter length
1316.0;0.9169468;filter length
1316.5;0.91907567;filter length
1317.0;0.9211211;filter length
1317.5;0.9230702;filter length
1318.0;0.92492855;filter length
1318.5;0.9267;filter length
1319.0;0.92838097;filter length
1319.5;0.9300936;filter length
1320.0;0.9318776;filter length
1320.5;0.93357766;filter length
1321.0;0.9351968;filter length
1321.5;0.93672794;filter length
1322.0;0.9381677;filter length
1322.5;0.93951476;filter length
1323.0;0.9407675;filter length
1323.5;0.94192064;filter length
1324.0;0.94296724;filter length
1324.5;0.94390506;filter length
1325.0;0.9447714;filter length
1325.5;0.94557506;filter length
1326.0;0.9462906;filter length
1326.5;0.9469229;filter length
1327.0;0.9474616;filter length
1327.5;0.9479176;filter length
1328.0;0.94830126;filter length
1328.5;0.94861114;filter length
1329.0;0.9488436;filter length
1329.5;0.94900274;filter length
1330.0;0.9490968;filter length
1330.5;0.9491033;filter length
1331.0;0.9490454;filter length
1331.5;0.9489317;filter length
1332.0;0.9487671;filter length
1332.5;0.9485461;filter length
1333.0;0.9482644;filter length
1333.5;0.94791734;filter length
1334.0;0.9474983;filter length
1334.5;0.9469985;filter length
1335.0;0.946422;filter length
1335.5;0.94577956;filter length
1336.0;0.94507325;filter length
1336.5;0.9443069;filter length
1337.0;0.9434907;filter length
1337.5;0.942635;filter length
1338.0;0.94167995;filter length
1338.5;0.94057703;filter length
1339.0;0.93939877;filter length
1339.5;0.93820333;filter length
1340.0;0.93699324;filter length
1340.5;0.9357358;filter length
1341.0;0.9344927;filter length
1341.5;0.93322986;filter length
1342.0;0.9319608;filter length
1342.5;0.93070006;filter length
1343.0;0.929453;filter length
1343.5;0.92822194;filter length
1344.0;0.92701787;filter length
1344.5;0.92584753;filter length
1345.0;0.92471915;filter length
1345.5;0.92363393;filter length
1346.0;0.9225919;filter length
1346.5;0.9216143;filter length
1347.0;0.9206735;filter length
1347.5;0.9197645;filter length
1348.0;0.9188884;filter length
1348.5;0.9180568;filter length
1349.0;0.9172729;filter length
1349.5;0.9165095;filter length
1350.0;0.9157336;filter length
1350.5;0.91497225;filter length
