POZO;DELTA;DELTA ABSOLUTO;CURVA_REGISTRO;CURVA_INVERSION;CORRELACION;INTERVALO_FT;SIGNO_ESPERADO;CONSISTENCIA;LISTA
BERLIN-2;17.17;17.17;VSH;IP_SH-60;0.183;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
BERLIN-2;17.17;17.17;GR;IP_SH-60;0;MTOMC - MTEE;POSITIVO;INCONSISTENTE;SHIFT_30FT
BERLIN-2;17.17;17.17;GR;VPVS_SH-60;0;MTOMC - MTEE;POSITIVO;INCONSISTENTE;SHIFT_30FT
BERLIN-2;17.17;17.17;PERM;IP_SH-60;-0.009;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
BERLIN-2;17.17;17.17;POR;IP_SH-60;-0.131;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
BERLIN-2;17.17;17.17;VSH;VPVS_SH-60;-0.39;MTOMC - MTEE;POSITIVO;INCONSISTENTE;SHIFT_30FT
LLANITO-85;20.09;20.09;VSH;IP_SH-60;0.665;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-85;20.09;20.09;VSH;VPVS_SH-60;0.592;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-85;20.09;20.09;GR;VPVS_SH-60;0.58;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-85;20.09;20.09;GR;IP_SH-60;0.577;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-85;20.09;20.09;PERM;VPVS_SH-60;-0.271;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-85;20.09;20.09;PERM;IP_SH-60;-0.499;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-85;20.09;20.09;POR;VPVS_SH-60;-0.566;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-85;20.09;20.09;POR;IP_SH-60;-0.706;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-7;-24.66;24.66;POR;IP_SH-60;0.315;MTOMC - MTEE;NEGATIVO;INCONSISTENTE;SHIFT_30FT
LLANITO-7;-24.66;24.66;POR;VPVS_SH-60;0.195;MTOMC - MTEE;NEGATIVO;INCONSISTENTE;SHIFT_30FT
LLANITO-7;-24.66;24.66;PERM;VPVS_SH-60;0.121;MTOMC - MTEE;NEGATIVO;INCONSISTENTE;SHIFT_30FT
LLANITO-7;-24.66;24.66;PERM;IP_SH-60;0.075;MTOMC - MTEE;NEGATIVO;INCONSISTENTE;SHIFT_30FT
LLANITO-7;-24.66;24.66;GR;VPVS_SH-60;-0.158;MTOMC - MTEE;POSITIVO;INCONSISTENTE;SHIFT_30FT
LLANITO-7;-24.66;24.66;VSH;VPVS_SH-60;-0.195;MTOMC - MTEE;POSITIVO;INCONSISTENTE;SHIFT_30FT
LLANITO-7;-24.66;24.66;GR;IP_SH-60;-0.255;MTOMC - MTEE;POSITIVO;INCONSISTENTE;SHIFT_30FT
LLANITO-7;-24.66;24.66;VSH;IP_SH-60;-0.317;MTOMC - MTEE;POSITIVO;INCONSISTENTE;SHIFT_30FT
LLANITO-60;-25.45;25.45;GR;IP_SH-60;0.364;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-60;-25.45;25.45;GR;VPVS_SH-60;0.575;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-60;-25.45;25.45;PERM;IP_SH-60;-0.367;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-60;-25.45;25.45;PERM;VPVS_SH-60;-0.509;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-60;-25.45;25.45;POR;IP_SH-60;-0.331;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-60;-25.45;25.45;POR;VPVS_SH-60;-0.533;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-60;-25.45;25.45;VSH;IP_SH-60;0.328;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-60;-25.45;25.45;VSH;VPVS_SH-60;0.536;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-122;-26.37;26.37;GR;IP_SH-60;0.418;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-122;-26.37;26.37;GR;VPVS_SH-60;0.286;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-122;-26.37;26.37;PERM;IP_SH-60;-0.045;MTOMC - MTEE;NEGATIVO;CONSISTENTE;INVERSION
LLANITO-122;-26.37;26.37;PERM;VPVS_SH-60;-0.032;MTOMC - MTEE;NEGATIVO;CONSISTENTE;INVERSION
LLANITO-122;-26.37;26.37;POR;IP_SH-60;-0.454;MTOMC - MTEE;NEGATIVO;CONSISTENTE;INVERSION
LLANITO-122;-26.37;26.37;POR;VPVS_SH-60;-0.411;MTOMC - MTEE;NEGATIVO;CONSISTENTE;INVERSION
LLANITO-122;-26.37;26.37;VSH;IP_SH-60;0.471;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-122;-26.37;26.37;VSH;VPVS_SH-60;0.417;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-124;-26.59;26.59;GR;IP_SH-60;0.177;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-124;-26.59;26.59;GR;VPVS_SH-60;0.189;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-124;-26.59;26.59;PERM;IP_SH-60;-0.217;MTOMC - MTEE;NEGATIVO;CONSISTENTE;INVERSION
LLANITO-124;-26.59;26.59;PERM;VPVS_SH-60;-0.109;MTOMC - MTEE;NEGATIVO;CONSISTENTE;INVERSION
LLANITO-124;-26.59;26.59;POR;IP_SH-60;-0.293;MTOMC - MTEE;NEGATIVO;CONSISTENTE;INVERSION
LLANITO-124;-26.59;26.59;POR;VPVS_SH-60;-0.228;MTOMC - MTEE;NEGATIVO;CONSISTENTE;INVERSION
LLANITO-124;-26.59;26.59;VSH;IP_SH-60;0.26;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-124;-26.59;26.59;VSH;VPVS_SH-60;0.237;MTOMC - MTEE;POSITIVO;CONSISTENTE;INVERSION
LLANITO-12;27.84;27.84;GR;IP_SH-60;0.508;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-12;27.84;27.84;GR;VPVS_SH-60;0.093;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
LLANITO-12;27.84;27.84;PERM;IP_SH-60;-0.489;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-12;27.84;27.84;PERM;VPVS_SH-60;-0.144;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-12;27.84;27.84;POR;IP_SH-60;-0.473;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-12;27.84;27.84;POR;VPVS_SH-60;-0.013;MTOMC - MTEE;NEGATIVO;CONSISTENTE;SHIFT_30FT
LLANITO-12;27.84;27.84;VSH;IP_SH-60;0.47;MTOMC - MTEE;POSITIVO;CONSISTENTE;SHIFT_30FT
